Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
ERR562500_1 - illumina_universal_adapter	(1, 0.00016418851468502077)	(2, 0.00016418851468502077)	(3, 0.00016418851468502077)	(4, 0.00016418851468502077)	(5, 0.00016418851468502077)	(6, 0.00021891801958002767)	(7, 0.00021891801958002767)	(8, 0.00021891801958002767)	(9, 0.0006020245538450761)	(12, 0.0006567540587400831)	(17, 0.0007662130685300968)	(22, 0.0009194556822361161)	(27, 0.00538538328166868)	(32, 0.008078074922503021)	(37, 0.00822037163523004)	(42, 0.008264155239146045)	(47, 0.00836266834795706)	(52, 0.008515910961663077)	(57, 0.008581586367537083)	(62, 0.008701991278306101)	(67, 0.00894280109984413)	(72, 0.009085097812571146)	(77, 0.009643338762500219)	(82, 0.010124958405576279)	(87, 0.01116481899858141)	(92, 0.012303192700397555)	(97, 0.013791835233541744)	(102, 0.015794935112698995)	(107, 0.01962600045534948)	(112, 0.024507872291984097)	(117, 0.06637594353666439)	(122, 0.22262868001190914)	(127, 0.35091463948580537)	(132, 3.662334279059178)	(137, 5.584412599169863)	(140, 6.860288709084222)
ERR562500_2 - illumina_universal_adapter	(1, 0.00010945900979001383)	(2, 0.00010945900979001383)	(3, 0.00016418851468502077)	(4, 0.00016418851468502077)	(5, 0.00016418851468502077)	(6, 0.00016418851468502077)	(7, 0.00016418851468502077)	(8, 0.00016418851468502077)	(9, 0.0004925655440550622)	(12, 0.0005472950489500692)	(17, 0.000656754058740083)	(22, 0.0008099966724461023)	(27, 0.005275924271878667)	(32, 0.007968615912713006)	(37, 0.00814375032837703)	(42, 0.008209425734251038)	(47, 0.00830793884306205)	(52, 0.008450235555789068)	(57, 0.008526856862642079)	(62, 0.008691045377327098)	(67, 0.00894280109984413)	(72, 0.009085097812571146)	(77, 0.009643338762500219)	(82, 0.010256309217324297)	(87, 0.011339953414245433)	(92, 0.012357922205292561)	(97, 0.01368237622375173)	(102, 0.015838718716615)	(107, 0.019264785723042435)	(112, 0.023380444491146957)	(117, 0.05935962100912451)	(122, 0.18834611814567684)	(127, 0.2885120580045185)	(132, 2.1254750521024888)	(137, 3.1529886688033066)	(140, 3.5650799488607507)
ERR562516_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.000103410691424565)	(3, 0.000103410691424565)	(4, 0.000103410691424565)	(5, 0.000103410691424565)	(6, 0.000103410691424565)	(7, 0.000103410691424565)	(8, 0.000103410691424565)	(9, 0.00041364276569826)	(12, 0.000517053457122825)	(17, 0.0007031927016870421)	(22, 0.001054789052530563)	(27, 0.006370098591753204)	(32, 0.009906744238473328)	(37, 0.010092883483037544)	(42, 0.010444479833881064)	(47, 0.010589254801875456)	(52, 0.01075471190815476)	(57, 0.010961533291003892)	(62, 0.011602679577836192)	(67, 0.012181779449813756)	(72, 0.01267815076865167)	(77, 0.01309179353434993)	(82, 0.01398112548060119)	(87, 0.01536682874569036)	(92, 0.016049339309092487)	(97, 0.01706276408505323)	(102, 0.018841427977555742)	(107, 0.02088895966776213)	(112, 0.023370816261951692)	(117, 0.03619374199859775)	(122, 0.0558417733692651)	(127, 0.082252863959099)	(132, 1.0143554721835581)	(137, 1.6836915134981976)	(140, 2.1634550752933244)
ERR562516_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.000103410691424565)	(3, 0.000103410691424565)	(4, 0.000103410691424565)	(5, 0.000103410691424565)	(6, 0.000103410691424565)	(7, 0.000103410691424565)	(8, 0.000103410691424565)	(9, 0.00020682138284913)	(12, 0.00031023207427369496)	(17, 0.000496371318837912)	(22, 0.0008893319462512589)	(27, 0.006535555698032508)	(32, 0.010320387004171589)	(37, 0.010609936940160367)	(42, 0.011002897567573717)	(47, 0.011209718950422849)	(52, 0.011416540333271977)	(57, 0.011685408130975846)	(62, 0.012161097311528844)	(67, 0.012492011524087453)	(72, 0.012988382842925366)	(77, 0.013360661332053797)	(82, 0.01441545038458436)	(87, 0.01619411427708688)	(92, 0.01710412836162305)	(97, 0.018158917414153614)	(102, 0.020061674136365608)	(107, 0.022005795135147433)	(112, 0.02452901600590682)	(117, 0.03704170966827919)	(122, 0.055862455507550014)	(127, 0.0806603393111607)	(132, 0.9358253931157435)	(137, 1.5522978889741452)	(140, 2.000273004225361)
ERR562517_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00011194610466736894)	(12, 0.00011194610466736894)	(17, 0.000212697598868001)	(22, 0.0005485359128701078)	(27, 0.006750350111442348)	(32, 0.010646074553866786)	(37, 0.010769215269000893)	(42, 0.01081399371086784)	(47, 0.010981912867868893)	(52, 0.01112744280393647)	(57, 0.011239388908603843)	(62, 0.011485670338872054)	(67, 0.011776730211007214)	(72, 0.012314071513410584)	(77, 0.012672299048346164)	(82, 0.013131278077482378)	(87, 0.013545478664751642)	(92, 0.014138793019488696)	(97, 0.015202281013828704)	(102, 0.016971029467573135)	(107, 0.018370355775915247)	(112, 0.020978700014664942)	(117, 0.02522145738155822)	(122, 0.07170148003944982)	(127, 0.12202125408743217)	(132, 2.43196195623579)	(137, 3.976090550965143)	(140, 4.681586097189369)
ERR562517_2 - illumina_universal_adapter	(1, 5.597305233368447e-05)	(2, 5.597305233368447e-05)	(3, 5.597305233368447e-05)	(4, 5.597305233368447e-05)	(5, 5.597305233368447e-05)	(6, 5.597305233368447e-05)	(7, 5.597305233368447e-05)	(8, 5.597305233368447e-05)	(9, 0.00016791915700105342)	(12, 0.000212697598868001)	(17, 0.0002574760407349486)	(22, 0.0005037574710031603)	(27, 0.007690697390648246)	(32, 0.012269293071543636)	(37, 0.012515574501811849)	(42, 0.012605131385545743)	(47, 0.012806634373947006)	(52, 0.013064110414681956)	(57, 0.0131984457402828)	(62, 0.013355170286817115)	(67, 0.013556673275218378)	(72, 0.014295517566023014)	(77, 0.014709718153292278)	(82, 0.015258254066162389)	(87, 0.015851568420899444)	(92, 0.016791915700105343)	(97, 0.01805690668284661)	(102, 0.019892822799391464)	(107, 0.02143767904380115)	(112, 0.023990050230217167)	(117, 0.02799772077730897)	(122, 0.07246271355118791)	(127, 0.12070029005235719)	(132, 2.2368734796319663)	(137, 3.6524879462031796)	(140, 4.2666018871874325)
ERR562530_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.915381703966221e-05)	(8, 9.830763407932443e-05)	(9, 0.00019661526815864885)	(12, 0.00019661526815864882)	(17, 0.00039323053631729776)	(22, 0.000599676567883879)	(27, 0.0027427829908131516)	(32, 0.004001120707028504)	(37, 0.004089597577699897)	(42, 0.004138751394739558)	(47, 0.004256720555634748)	(52, 0.004404182006753734)	(57, 0.0045024896408330595)	(62, 0.004689274145583776)	(67, 0.004925212467374153)	(72, 0.005062843155085208)	(77, 0.00534793529391525)	(82, 0.005701842776600817)	(87, 0.006085242549510182)	(92, 0.0063998269785640206)	(97, 0.006606273010130602)	(102, 0.007235441868238278)	(107, 0.008641241035572617)	(112, 0.011384024026385768)	(117, 0.019789326740168006)	(122, 0.029108890450887964)	(127, 0.04897686329831943)	(132, 1.6271191439371226)	(137, 2.4080946505900918)	(140, 3.3030381974312215)
ERR562530_2 - illumina_universal_adapter	(1, 4.915381703966221e-05)	(2, 4.915381703966221e-05)	(3, 4.915381703966221e-05)	(4, 4.915381703966221e-05)	(5, 4.915381703966221e-05)	(6, 4.915381703966221e-05)	(7, 9.830763407932443e-05)	(8, 9.830763407932443e-05)	(9, 0.00019661526815864885)	(12, 0.00048170740698868977)	(17, 0.000776630309226663)	(22, 0.0009240917603456498)	(27, 0.0032834749782494357)	(32, 0.0047384279626234375)	(37, 0.004876058650334492)	(42, 0.0049743662844138154)	(47, 0.005151320025756601)	(52, 0.005338104530507317)	(57, 0.005446242927994574)	(62, 0.0055543813254818305)	(67, 0.005613365905929426)	(72, 0.005721504303416681)	(77, 0.005937781098391196)	(82, 0.006213042473813304)	(87, 0.006566949956498871)	(92, 0.006881534385552711)	(97, 0.007048657363487562)	(102, 0.00776630309226663)	(107, 0.009122948442561308)	(112, 0.011944377540637919)	(117, 0.020644603156658132)	(122, 0.030386889693919183)	(127, 0.04946840146871605)	(132, 1.4994470195583038)	(137, 2.21591305672842)	(140, 3.1476629817688493)
ERR562532_1 - illumina_universal_adapter	(1, 4.414558861962042e-05)	(2, 8.829117723924083e-05)	(3, 8.829117723924083e-05)	(4, 8.829117723924083e-05)	(5, 8.829117723924083e-05)	(6, 8.829117723924083e-05)	(7, 0.00013243676585886126)	(8, 0.00017658235447848167)	(9, 0.00035316470895696333)	(12, 0.0003708229444048115)	(17, 0.000520917945711521)	(22, 0.0008211079483249398)	(27, 0.010674403328224216)	(32, 0.01677532367545576)	(37, 0.017075513678069178)	(42, 0.01716380485530842)	(47, 0.017455165740197915)	(52, 0.017825988684602726)	(57, 0.01811734956949222)	(62, 0.018708900456995133)	(67, 0.01956532487621577)	(72, 0.02030697076502539)	(77, 0.02083671782846084)	(82, 0.02204630695663844)	(87, 0.02322057961392034)	(92, 0.023785643148251483)	(97, 0.024333048447134777)	(102, 0.02548966286896883)	(107, 0.027070074941551243)	(112, 0.029983683790446185)	(117, 0.03402741970800342)	(122, 0.041496853302443196)	(127, 0.1845903642540808)	(132, 4.749429638995034)	(137, 7.64253727653503)	(140, 8.08054097770118)
ERR562532_2 - illumina_universal_adapter	(1, 4.414558861962042e-05)	(2, 8.829117723924083e-05)	(3, 8.829117723924083e-05)	(4, 8.829117723924083e-05)	(5, 8.829117723924083e-05)	(6, 8.829117723924083e-05)	(7, 0.00017658235447848167)	(8, 0.0002207279430981021)	(9, 0.00035316470895696333)	(12, 0.0004061394153005079)	(17, 0.0005562344166072173)	(22, 0.0008122788306010157)	(27, 0.012051745693156373)	(32, 0.019097381636847793)	(37, 0.019441717228080833)	(42, 0.019547666640767923)	(47, 0.019892002232000962)	(52, 0.020412920177712478)	(57, 0.02075725576894552)	(62, 0.02111924959562641)	(67, 0.021604851070442233)	(72, 0.022417129901043248)	(77, 0.02311463020123325)	(82, 0.0245979219788525)	(87, 0.025860485813373642)	(92, 0.026540327878115794)	(97, 0.027184853471962256)	(102, 0.028270834952004914)	(107, 0.0298777343777591)	(112, 0.03269422293169088)	(117, 0.03679976267331558)	(122, 0.043845398617006995)	(127, 0.17997273568446853)	(132, 4.492873136173249)	(137, 7.237307260360088)	(140, 7.661246176992026)
ERR562542_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.347683737621939e-05)	(7, 3.347683737621939e-05)	(8, 3.347683737621939e-05)	(9, 0.00020086102425731636)	(12, 0.00020086102425731636)	(17, 0.00022764249415829188)	(22, 0.0003213776388117062)	(27, 0.004244862979304619)	(32, 0.006695367475243878)	(37, 0.006755625782521074)	(42, 0.006822579457273513)	(47, 0.006923009969402172)	(52, 0.006929705336877414)	(57, 0.00695648680677839)	(62, 0.0074184671625702175)	(67, 0.008188434422223261)	(72, 0.008375904711530092)	(77, 0.008563375000836922)	(82, 0.008697282350341798)	(87, 0.0090789182964307)	(92, 0.009554289387173015)	(97, 0.010190349297321183)	(102, 0.011502641322468985)	(107, 0.012901973124794954)	(112, 0.015560034012466775)	(117, 0.01841226055692067)	(122, 0.021713076722215896)	(127, 0.05174849521615994)	(132, 2.4031481617868597)	(137, 4.677992996645621)	(140, 4.929497780485682)
ERR562542_2 - illumina_universal_adapter	(1, 3.347683737621939e-05)	(2, 3.347683737621939e-05)	(3, 3.347683737621939e-05)	(4, 3.347683737621939e-05)	(5, 3.347683737621939e-05)	(6, 3.347683737621939e-05)	(7, 3.347683737621939e-05)	(8, 3.347683737621939e-05)	(9, 0.00010043051212865818)	(12, 0.00012721198202963368)	(17, 0.0001606888194058531)	(22, 0.000274510066484999)	(27, 0.004318512021532302)	(32, 0.006795797987372537)	(37, 0.006856056294649732)	(42, 0.006923009969402172)	(47, 0.007003354379105096)	(52, 0.007030135849006072)	(57, 0.007097089523758512)	(62, 0.007170738565986194)	(67, 0.007257778343164364)	(72, 0.007438553264995949)	(77, 0.007626023554302778)	(82, 0.007880447518362045)	(87, 0.008369209344054848)	(92, 0.008857971169747653)	(97, 0.009520812549796797)	(102, 0.010739369430291182)	(107, 0.01203157535301325)	(112, 0.014401735439249583)	(117, 0.0168924121400403)	(122, 0.01961073133498932)	(127, 0.04144432467175961)	(132, 1.2745770201597515)	(137, 2.467309868302122)	(140, 2.5858178726139385)
ERR562549_1 - illumina_universal_adapter	(1, 8.45241851868548e-05)	(2, 0.00014087364197809134)	(3, 0.00014087364197809134)	(4, 0.00014087364197809134)	(5, 0.00014087364197809134)	(6, 0.00014087364197809134)	(7, 0.00014087364197809134)	(8, 0.00014087364197809134)	(9, 0.0005916692963079835)	(12, 0.0006592886444574674)	(17, 0.0008114321777938062)	(22, 0.001104449353108236)	(27, 0.007719875580399405)	(32, 0.011777036469368434)	(37, 0.011861560654555289)	(42, 0.011946084839742145)	(47, 0.01201370418789163)	(52, 0.012160212775548844)	(57, 0.012239102015056576)	(62, 0.013084343866925122)	(67, 0.014324031916332325)	(72, 0.014549429743497272)	(77, 0.014943875941035929)	(82, 0.015338322138574584)	(87, 0.01619483388180138)	(92, 0.016797773069467607)	(97, 0.01767118964973178)	(102, 0.019384213136185366)	(107, 0.023114547175765228)	(112, 0.027521074696839926)	(117, 0.03809786773655502)	(122, 0.056625569129513595)	(127, 0.08828269395483027)	(132, 1.7623912455483928)	(137, 2.646694540864626)	(140, 3.318137763151963)
ERR562549_2 - illumina_universal_adapter	(1, 0.0003099220123518009)	(2, 0.00036627146914303745)	(3, 0.00036627146914303745)	(4, 0.00036627146914303745)	(5, 0.00036627146914303745)	(6, 0.00036627146914303745)	(7, 0.00036627146914303745)	(8, 0.00036627146914303745)	(9, 0.0008170671234729297)	(12, 0.00087905152594329)	(17, 0.001019925167921381)	(22, 0.0012565928864445746)	(27, 0.007928368570526981)	(32, 0.012081323536041114)	(37, 0.012216562232340078)	(42, 0.012250371906414823)	(47, 0.012402515439751164)	(52, 0.012599738538520488)	(57, 0.012718072397782085)	(62, 0.012943470224947032)	(67, 0.013230852454582337)	(72, 0.013467520173105532)	(77, 0.013816886805211199)	(82, 0.014211333002749854)	(87, 0.01508474958301402)	(92, 0.015727133390434116)	(97, 0.01653856556822792)	(102, 0.018082540684307803)	(107, 0.02149168282017761)	(112, 0.025312175990623447)	(117, 0.03455348690438624)	(122, 0.04984109453184871)	(127, 0.07229635306315647)	(132, 0.9910742460442681)	(137, 1.4754767164044538)	(140, 1.756525267096425)
ERR562551_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 4.572601247679977e-05)	(6, 4.572601247679977e-05)	(7, 4.572601247679977e-05)	(8, 4.572601247679977e-05)	(9, 0.00013717803743039928)	(12, 0.0001737588474118391)	(17, 0.0003200820873375983)	(22, 0.0004298245172819178)	(27, 0.0011797311219014339)	(32, 0.001572974829201912)	(37, 0.001737588474118391)	(42, 0.00196621853650239)	(47, 0.00200279934648383)	(52, 0.0020851061689420693)	(57, 0.002149122586409589)	(62, 0.0024051882562796676)	(67, 0.0027892867610847857)	(72, 0.0027892867610847857)	(77, 0.002990481215982705)	(82, 0.003072788038440944)	(87, 0.003374579720787823)	(92, 0.0038409850480511805)	(97, 0.004526875235203177)	(102, 0.0055145571047020515)	(107, 0.007114967541390044)	(112, 0.008806830003031634)	(117, 0.012163119318828738)	(122, 0.016443074086657194)	(127, 0.05087476148168742)	(132, 0.5683834802891164)	(137, 0.9515217388322217)	(140, 1.2253656823532801)
ERR562551_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 9.145202495359953e-05)	(12, 0.0001280328349350393)	(17, 0.00024692046737471876)	(22, 0.0003200820873375984)	(27, 0.0015912652341926316)	(32, 0.002414333458775028)	(37, 0.002514930686223987)	(42, 0.0026703991286451067)	(47, 0.0028167223685708655)	(52, 0.0030087716209734245)	(57, 0.003145949658403824)	(62, 0.003283127695834223)	(67, 0.0034843221507321422)	(72, 0.003566628973190382)	(77, 0.0037403878206022207)	(82, 0.0039507274779955)	(87, 0.004215938350360939)	(92, 0.004664053272633576)	(97, 0.005313362649804133)	(102, 0.006328480126789088)	(107, 0.007956326170963158)	(112, 0.009565881810146512)	(117, 0.012711831468550334)	(122, 0.016598542529078313)	(127, 0.047582488583357826)	(132, 0.5490505222139255)	(137, 0.9211596665476268)	(140, 1.1835721069494851)
ERR562566_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.820373670748736e-05)	(7, 3.820373670748736e-05)	(8, 3.820373670748736e-05)	(9, 0.00011461121012246208)	(12, 0.00019865943087893427)	(17, 0.00046608558783134575)	(22, 0.0007029487554177673)	(27, 0.0031785508940629483)	(32, 0.00471434110970394)	(37, 0.005111659971461809)	(42, 0.005417289865121707)	(47, 0.005822249474221074)	(52, 0.006104957125856481)	(57, 0.00625777207268643)	(62, 0.006586324208370821)	(67, 0.0068613911126647305)	(72, 0.007029487554177674)	(77, 0.007312195205813081)	(82, 0.0077782807936444265)	(87, 0.008443025812354706)	(92, 0.009046644852333008)	(97, 0.009795438091799759)	(102, 0.011369432044148238)	(107, 0.012645436850178316)	(112, 0.014884175821237074)	(117, 0.023296638644225792)	(122, 0.03348939559778342)	(127, 0.05126177391410654)	(132, 2.1854906028358636)	(137, 3.3108886380176843)	(140, 4.354691132339654)
ERR562566_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.820373670748736e-05)	(6, 3.820373670748736e-05)	(7, 3.820373670748736e-05)	(8, 3.820373670748736e-05)	(9, 7.640747341497472e-05)	(12, 0.00017573718885444182)	(17, 0.0004355225984653559)	(22, 0.0006418227766857876)	(27, 0.003125065662672466)	(32, 0.00468377812033795)	(37, 0.005081096982095819)	(42, 0.00537908612841422)	(47, 0.0057840457375135865)	(52, 0.006066753389148992)	(57, 0.00625777207268643)	(62, 0.006509916734955846)	(67, 0.0067009354184932824)	(72, 0.006838468870640238)	(77, 0.007159380258983132)	(82, 0.007686591825546457)	(87, 0.008351336844256737)	(92, 0.008932033642210544)	(97, 0.009665545386994302)	(102, 0.011086724392512832)	(107, 0.012286321725127933)	(112, 0.01474664236909012)	(117, 0.022563126899442034)	(122, 0.03251137993807174)	(127, 0.04944327604683014)	(132, 2.071131537375671)	(137, 3.1429450114515705)	(140, 4.174331291343607)
ERR562585_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0001253973528618811)	(5, 0.0001253973528618811)	(6, 0.0001253973528618811)	(7, 0.0001253973528618811)	(8, 0.0001253973528618811)	(9, 0.0001253973528618811)	(12, 0.0002758741762961384)	(17, 0.0007022251760265341)	(22, 0.001529847704914949)	(27, 0.00371176164471168)	(32, 0.005517483525922768)	(37, 0.005718119290501778)	(42, 0.005793357702218906)	(47, 0.005893675584508411)	(52, 0.005968913996225541)	(57, 0.006019072937370292)	(62, 0.006069231878515045)	(67, 0.006520662348817817)	(72, 0.006871774936831084)	(77, 0.007022251760265341)	(82, 0.007473682230568113)	(87, 0.008301304759456526)	(92, 0.00855209946518029)	(97, 0.00895337099433831)	(102, 0.010182265052384743)	(107, 0.011185443875279793)	(112, 0.012339099521609099)	(117, 0.015950543284031275)	(122, 0.0318509276269178)	(127, 0.056955477669866396)	(132, 0.5887405716865317)	(137, 0.9107358943652699)	(140, 1.4947364461136226)
ERR562585_2 - illumina_universal_adapter	(1, 0.0001253973528618811)	(2, 0.0002507947057237622)	(3, 0.0002507947057237622)	(4, 0.00037619205858564325)	(5, 0.00037619205858564325)	(6, 0.00037619205858564325)	(7, 0.00037619205858564325)	(8, 0.00037619205858564325)	(9, 0.00037619205858564325)	(12, 0.0005266688820199006)	(17, 0.0009780993523226724)	(22, 0.00185588082235584)	(27, 0.003887317938718314)	(32, 0.005667960349357025)	(37, 0.006019072937370292)	(42, 0.006044152407942668)	(47, 0.006144470290232173)	(52, 0.006320026584238805)	(57, 0.006846695466258708)	(62, 0.006972092819120588)	(67, 0.00742352328942336)	(72, 0.007774635877436627)	(77, 0.007874953759726133)	(82, 0.008276225288884151)	(87, 0.009304483582351575)	(92, 0.00968067564093722)	(97, 0.010382900816963754)	(102, 0.011511476992720685)	(107, 0.01246449687447098)	(112, 0.013492755167938403)	(117, 0.016803245283492065)	(122, 0.03197632497977968)	(127, 0.05612785514097797)	(132, 0.5286250807245458)	(137, 0.8164621644837078)	(140, 1.3703422720746365)
ERR562588_1 - illumina_universal_adapter	(1, 0.00025573063948572)	(2, 0.00028414515498413335)	(3, 0.00028414515498413335)	(4, 0.00028414515498413335)	(5, 0.00028414515498413335)	(6, 0.00028414515498413335)	(7, 0.00028414515498413335)	(8, 0.00028414515498413335)	(9, 0.00034097418598096)	(12, 0.0003637057983796906)	(17, 0.00042621773247620003)	(22, 0.0004659980541739787)	(27, 0.002523208976259104)	(32, 0.0038359595922858)	(37, 0.003887105720182944)	(42, 0.003949617654279453)	(47, 0.003960983460478819)	(52, 0.004063275716273107)	(57, 0.004103056037970885)	(62, 0.0048134189254312185)	(67, 0.0058818047081715605)	(72, 0.006040925994962675)	(77, 0.006319388246847126)	(82, 0.006802435010320153)	(87, 0.007132043390101745)	(92, 0.007632138862873822)	(97, 0.008234526591440184)	(102, 0.00920630302148592)	(107, 0.010842979114194528)	(112, 0.014229989361605397)	(117, 0.023311268514898297)	(122, 0.040212222333354544)	(127, 0.0711783613235254)	(132, 2.3454250356886313)	(137, 3.7030876349121193)	(140, 4.646568890424535)
ERR562588_2 - illumina_universal_adapter	(1, 0.0006251193409650933)	(2, 0.0006535338564635066)	(3, 0.0006535338564635066)	(4, 0.0006535338564635066)	(5, 0.0006535338564635066)	(6, 0.0006535338564635066)	(7, 0.0006535338564635066)	(8, 0.0006535338564635066)	(9, 0.0007103628874603334)	(12, 0.0007444603060584293)	(17, 0.0008297038525536694)	(22, 0.0008922157866501787)	(27, 0.003017621545931496)	(32, 0.004404249902254067)	(37, 0.004449713127051528)	(42, 0.0044610789332508935)	(47, 0.004472444739450259)	(52, 0.004591785704543595)	(57, 0.004642931832440738)	(62, 0.0047679557006337575)	(67, 0.004978223115322016)	(72, 0.005160076014511861)	(77, 0.005438538266396312)	(82, 0.0058988534174706075)	(87, 0.006200047281753789)	(92, 0.00662626501422999)	(97, 0.007183189517998891)	(102, 0.00788786950235954)	(107, 0.009160839796688459)	(112, 0.011922730703134234)	(117, 0.019162749252129956)	(122, 0.03232435283099501)	(127, 0.05490820974913393)	(132, 1.3525309377244745)	(137, 2.1066862764709624)	(140, 2.5222144682166596)
ERR562590_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 9.077301390914892e-05)	(6, 9.077301390914892e-05)	(7, 0.0001361595208637234)	(8, 0.00018154602781829784)	(9, 0.0004538650695457446)	(12, 0.0005264834806730638)	(17, 0.0008623436321369149)	(22, 0.001343440605855404)	(27, 0.012208970370780529)	(32, 0.019134951332048594)	(37, 0.01949804338768519)	(42, 0.019933753854449104)	(47, 0.02001544956696734)	(52, 0.02015160908783106)	(57, 0.020287768608694783)	(62, 0.020496546540685827)	(67, 0.020796097486586018)	(72, 0.02113195763804987)	(77, 0.021476895090904634)	(82, 0.02180367794097757)	(87, 0.022793103792587293)	(92, 0.02408208059009721)	(97, 0.025135047551443336)	(102, 0.027358986392217483)	(107, 0.03067220139990142)	(112, 0.034384817668785615)	(117, 0.04552266647543818)	(122, 0.05425503041349831)	(127, 0.06326879069467681)	(132, 0.5230431834459071)	(137, 0.7761818873343506)	(140, 0.981664758920491)
ERR562590_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 9.077301390914892e-05)	(6, 9.077301390914892e-05)	(7, 0.0001361595208637234)	(8, 0.00018154602781829784)	(9, 0.00040847856259117014)	(12, 0.0004901742751094042)	(17, 0.0008532663307459998)	(22, 0.0012980540989008297)	(27, 0.012699144645889934)	(32, 0.020196995594785636)	(37, 0.020659937965722294)	(42, 0.021231807953349936)	(47, 0.021331658268649994)	(52, 0.021413353981168233)	(57, 0.02163120921455019)	(62, 0.021921682859059467)	(67, 0.02226662031191423)	(72, 0.02276587188841455)	(77, 0.023337741876042185)	(82, 0.023791606945587934)	(87, 0.02483549660554315)	(92, 0.026215246416962212)	(97, 0.027358986392217483)	(102, 0.029773548562200845)	(107, 0.03295060404902106)	(112, 0.036336437467832314)	(117, 0.046929648191029995)	(122, 0.055317074676235346)	(127, 0.06360465084614064)	(132, 0.45553529300167295)	(137, 0.6717656894346565)	(140, 0.8332054946720779)
ERR562611_1 - illumina_universal_adapter	(1, 5.553803022157453e-05)	(2, 0.00011107606044314905)	(3, 0.00011107606044314905)	(4, 0.00011107606044314905)	(5, 0.00011107606044314905)	(6, 0.00016661409066472357)	(7, 0.00016661409066472357)	(8, 0.00016661409066472357)	(9, 0.0004998422719941707)	(12, 0.0005553803022157451)	(17, 0.0006220259384816346)	(22, 0.0009219313016781371)	(27, 0.008486211017856588)	(32, 0.01308475992020296)	(37, 0.013540171768019868)	(42, 0.013973368403748151)	(47, 0.01447321067574232)	(52, 0.0151285594323569)	(57, 0.01541735718950909)	(62, 0.016072705946123665)	(67, 0.016772485126915503)	(72, 0.017061282884067695)	(77, 0.017472264307707347)	(82, 0.017960998973657202)	(87, 0.018571917306094525)	(92, 0.01916062042644321)	(97, 0.01999369087976683)	(102, 0.02110445148419832)	(107, 0.022615085906225147)	(112, 0.02529201896290504)	(117, 0.028357718231135955)	(122, 0.03855450057981704)	(127, 0.09372597980192918)	(132, 0.986999657885734)	(137, 1.692210458033243)	(140, 2.125829182791208)
ERR562611_2 - illumina_universal_adapter	(1, 0.00016661409066472357)	(2, 0.0002221521208862981)	(3, 0.0002221521208862981)	(4, 0.0002221521208862981)	(5, 0.0002221521208862981)	(6, 0.0002776901511078726)	(7, 0.0002776901511078726)	(8, 0.0002776901511078726)	(9, 0.0004443042417725962)	(12, 0.0005442726961714303)	(17, 0.0006331335445259495)	(22, 0.000933038907722452)	(27, 0.00917488259260411)	(32, 0.014417672645520746)	(37, 0.014784223644983139)	(42, 0.015206312674667105)	(47, 0.015861661431281683)	(52, 0.016505902581851944)	(57, 0.016794700339004133)	(62, 0.017116820914289267)	(67, 0.017527802337928923)	(72, 0.017838815307169735)	(77, 0.01819425870058781)	(82, 0.018705208578626297)	(87, 0.019527171425905605)	(92, 0.020193627788564497)	(97, 0.021248850362774414)	(102, 0.022359610967205908)	(107, 0.023959106237587253)	(112, 0.026736007748665976)	(117, 0.02977949180480826)	(122, 0.03987630569909051)	(127, 0.09250414313705453)	(132, 0.9574978562320335)	(137, 1.641448698410724)	(140, 2.074678656957138)
