Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
ERR4223618_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0008086554675812401)	(32, 0.0011891992170312356)	(37, 0.0011891992170312356)	(42, 0.0021881265593374733)	(47, 0.0028540781208749653)	(52, 0.004043277337906201)	(57, 0.004518957024718695)	(62, 0.004566524993399944)	(67, 0.004756796868124942)	(72, 0.004947068742849939)	(77, 0.004994636711531189)	(82, 0.006944923427462416)	(87, 0.00813412264449365)	(92, 0.008562234362624894)	(97, 0.009133049986799887)	(102, 0.010131977329106126)	(107, 0.011559016389543608)	(112, 0.013556871074156082)	(117, 0.015221749977999816)	(122, 0.017505012474699787)	(127, 0.019930978877443505)	(132, 0.02140558590656224)	(137, 0.02544886324446844)	(142, 0.041669540564774496)	(147, 0.04885230383564316)	(152, 0.05251503742409937)	(157, 0.056082635075193066)	(162, 0.06336053428342422)	(167, 0.06745137959001168)	(172, 0.07173249677132412)	(177, 0.07853471629274279)	(182, 0.10598143422182371)	(187, 0.11045282327786117)	(192, 0.11606584358224858)	(197, 0.1275297240344297)	(202, 0.13466491933661712)	(207, 0.14384553729209826)	(212, 0.15554725758768562)	(217, 0.16396678804426673)	(222, 0.16953224037997291)	(227, 0.17524039662172286)	(232, 0.1835647911409415)	(237, 0.18998646691291016)	(240, 0.19312595284587264)
ERR4223618_2 - illumina_universal_adapter	(1, 0.0002378398434062471)	(2, 0.0002378398434062471)	(3, 0.0002378398434062471)	(4, 0.0002378398434062471)	(5, 0.0002378398434062471)	(6, 0.0002378398434062471)	(7, 0.0002378398434062471)	(8, 0.0002378398434062471)	(9, 0.0002378398434062471)	(12, 0.00023783984340624713)	(17, 0.00023783984340624713)	(22, 0.00023783984340624713)	(27, 0.001236767185712485)	(32, 0.00166487890384373)	(37, 0.00166487890384373)	(42, 0.002663806246149968)	(47, 0.00332975780768746)	(52, 0.004518957024718695)	(57, 0.004994636711531189)	(62, 0.004994636711531189)	(67, 0.004994636711531189)	(72, 0.005184908586256186)	(77, 0.005327612492299935)	(82, 0.007801146863724904)	(87, 0.00908548201811864)	(92, 0.009513593736249885)	(97, 0.010227113266468626)	(102, 0.011321176546137362)	(107, 0.012748215606574843)	(112, 0.014650934353824821)	(117, 0.016030405445581056)	(122, 0.017837988255468534)	(127, 0.020073682783487253)	(132, 0.021358017937880988)	(137, 0.02544886324446844)	(142, 0.04162197259609325)	(147, 0.0489950077416869)	(152, 0.052752877267505605)	(157, 0.056225338981236814)	(162, 0.06355080615814923)	(167, 0.06745137959001168)	(172, 0.07139952099055538)	(177, 0.07801146863724905)	(182, 0.1077890170317112)	(187, 0.11264094983719863)	(192, 0.11825397014158605)	(197, 0.1293848748129984)	(202, 0.13585411855364832)	(207, 0.14517744041517325)	(212, 0.15673645680471684)	(217, 0.16358624429481675)	(222, 0.16910412866184169)	(227, 0.17324254193711036)	(232, 0.17961664974039782)	(237, 0.18503939817006027)	(240, 0.18813131613434145)
ERR4223619_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0001954131644963592)	(32, 0.0006839460757372572)	(37, 0.0007816526579854368)	(42, 0.0013678921514745145)	(47, 0.001465598733722694)	(52, 0.00254037113845267)	(57, 0.0036639968343067353)	(62, 0.003761703416554915)	(67, 0.003908263289927184)	(72, 0.003908263289927184)	(77, 0.003957116581051274)	(82, 0.0056181284792703266)	(87, 0.006546341010628033)	(92, 0.007230287086365292)	(97, 0.008060793035474818)	(102, 0.009282125313577062)	(107, 0.010552310882803399)	(112, 0.01216446948989836)	(117, 0.01490025379284739)	(122, 0.018271130880409586)	(127, 0.019980996069752725)	(132, 0.022716780372701757)	(137, 0.027846375940731187)	(142, 0.042355803404585855)	(147, 0.04924411745308252)	(152, 0.05227302150277609)	(157, 0.057549176944177785)	(162, 0.0646329041571708)	(167, 0.07108153858555066)	(172, 0.07577145453346328)	(177, 0.08285518174645631)	(182, 0.11192288996528973)	(187, 0.11768757831793233)	(192, 0.1235499732528231)	(197, 0.13405343084450244)	(202, 0.14172339755098454)	(207, 0.1509566695734375)	(212, 0.16287687260771538)	(217, 0.17176817159229976)	(222, 0.17953584488103003)	(227, 0.18530053323367263)	(232, 0.19199343411767292)	(237, 0.19995652057089958)	(240, 0.20347395753183403)
ERR4223619_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0001954131644963592)	(32, 0.0006839460757372572)	(37, 0.0007816526579854368)	(42, 0.0014655987337226942)	(47, 0.0017098651893431428)	(52, 0.0022961046828322207)	(57, 0.0031754639230658368)	(62, 0.003370877087562196)	(67, 0.0036639968343067353)	(72, 0.0036639968343067353)	(77, 0.0037128501254308248)	(82, 0.005715835061518506)	(87, 0.007034873921868931)	(92, 0.0076699667064821)	(97, 0.008158499617722997)	(102, 0.009282125313577062)	(107, 0.010503457591679307)	(112, 0.011773643160905642)	(117, 0.014020894552613771)	(122, 0.01695209202005916)	(127, 0.01846654404490595)	(132, 0.021055768474482706)	(137, 0.025794537713519416)	(142, 0.03922919277264411)	(147, 0.045677827201023966)	(152, 0.04846246479509708)	(157, 0.0536409136542506)	(162, 0.060284961247126824)	(167, 0.06673359567550667)	(172, 0.07191204453466019)	(177, 0.07938659807664594)	(182, 0.10703756085288077)	(187, 0.11275339591439928)	(192, 0.11851808426704187)	(197, 0.12863071552972843)	(202, 0.13586100261609374)	(207, 0.14416606210718902)	(212, 0.15437639995212377)	(217, 0.16160668703848907)	(222, 0.16888582741597843)	(227, 0.1744551026041247)	(232, 0.17968240475440228)	(237, 0.18613103918278215)	(240, 0.18881797019460708)
ERR4223620_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0027276256019135342)	(32, 0.0033570776638935803)	(37, 0.003818675842678948)	(42, 0.007553424743760556)	(47, 0.00872840192612331)	(52, 0.01032301381647276)	(57, 0.011581917940432854)	(62, 0.01200155264841955)	(67, 0.012589041239600928)	(72, 0.012631004710399598)	(77, 0.012798858593594276)	(82, 0.014099726188353038)	(87, 0.015274703370715792)	(92, 0.016659497907071896)	(97, 0.018086255914226666)	(102, 0.020478173749750844)	(107, 0.022198676052496303)	(112, 0.024338813063228458)	(117, 0.026143242307571257)	(122, 0.02786374461031672)	(127, 0.03109493186181429)	(132, 0.03382255746372782)	(137, 0.03961351643394424)	(142, 0.04498484069617398)	(147, 0.047838356710483525)	(152, 0.05010438413361169)	(157, 0.05396502344708931)	(162, 0.05933634770931904)	(167, 0.06307109661040064)	(172, 0.06781296881065033)	(177, 0.07448516066763881)	(182, 0.081576987232614)	(187, 0.0874099096736291)	(192, 0.0901794987463413)	(197, 0.09676776366173247)	(202, 0.10197123404076751)	(207, 0.10889520672254802)	(212, 0.1204351611921822)	(217, 0.13038050377146695)	(222, 0.13633931662487803)	(227, 0.14284365459867188)	(232, 0.15039707934243243)	(237, 0.15614607484185017)	(240, 0.15967100638893844)
ERR4223620_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.00016785388319467905)	(27, 0.0026017351895175254)	(32, 0.003147260309900232)	(37, 0.00356689501788693)	(42, 0.007343607389767208)	(47, 0.00851858457212996)	(52, 0.009777488696090053)	(57, 0.011539954469634184)	(62, 0.011917625706822213)	(67, 0.012379223885607579)	(72, 0.012547077768802258)	(77, 0.012798858593594276)	(82, 0.014183653129950378)	(87, 0.015568447666306481)	(92, 0.01707913261505859)	(97, 0.018505890622213365)	(102, 0.02114958928252956)	(107, 0.023079908939268368)	(112, 0.025094155537604516)	(117, 0.026814657840349976)	(122, 0.028367306259900756)	(127, 0.031388676157404975)	(132, 0.033570776638935804)	(137, 0.039907260729534946)	(142, 0.04519465805016733)	(147, 0.0480062105936782)	(152, 0.05044009190000105)	(157, 0.05459447550906936)	(162, 0.05963009200490973)	(167, 0.06307109661040064)	(172, 0.067980822693845)	(177, 0.07440123372604149)	(182, 0.08124127946622466)	(187, 0.08694831149484372)	(192, 0.0897598640383546)	(197, 0.09592849424575908)	(202, 0.10125785503719013)	(207, 0.10788808342337994)	(212, 0.11850484153544341)	(217, 0.12782073205274808)	(222, 0.1324367138406018)	(227, 0.13826963628161687)	(232, 0.1455712802005854)	(237, 0.1502711889300364)	(240, 0.15295685106115126)
ERR4223621_1 - illumina_universal_adapter	(1, 0.00021505838835243768)	(2, 0.00021505838835243768)	(3, 0.00021505838835243768)	(4, 0.00021505838835243768)	(5, 0.00021505838835243768)	(6, 0.00021505838835243768)	(7, 0.00021505838835243768)	(8, 0.00021505838835243768)	(9, 0.00021505838835243768)	(12, 0.00021505838835243768)	(17, 0.00021505838835243768)	(22, 0.00021505838835243768)	(27, 0.002150583883524377)	(32, 0.0025807006602292524)	(37, 0.0035269575689799784)	(42, 0.00834426546807458)	(47, 0.008817393922449944)	(52, 0.010236779285576033)	(57, 0.011785199681713585)	(62, 0.012344351491429923)	(67, 0.013118561689498699)	(72, 0.01324759672251016)	(77, 0.013548678466203574)	(82, 0.015656250672057462)	(87, 0.016645519258478673)	(92, 0.0172476827458655)	(97, 0.01832297468762769)	(102, 0.019140196563366955)	(107, 0.020301511860470117)	(112, 0.021849932256607668)	(117, 0.02378545775177961)	(122, 0.02688229854405471)	(127, 0.02959203423729543)	(132, 0.031484548054796876)	(137, 0.037721241317017574)	(142, 0.04253854921611218)	(147, 0.04503322652100045)	(152, 0.04705477537151337)	(157, 0.05273231682401772)	(162, 0.056990472913395984)	(167, 0.06232392094453645)	(172, 0.0661949719348803)	(177, 0.07105529151164541)	(182, 0.07789414826125293)	(187, 0.08301253790404095)	(192, 0.0883889976128519)	(197, 0.09514183100711843)	(202, 0.10017419729456548)	(207, 0.10559366868104689)	(212, 0.11535731951224756)	(217, 0.12525000537645972)	(222, 0.13101357018430504)	(227, 0.13608894814942257)	(232, 0.14021806920578936)	(237, 0.14585259898062325)	(240, 0.14839028796318202)
ERR4223621_2 - illumina_universal_adapter	(1, 0.00043011677670487536)	(2, 0.00043011677670487536)	(3, 0.00043011677670487536)	(4, 0.00043011677670487536)	(5, 0.00043011677670487536)	(6, 0.00043011677670487536)	(7, 0.00043011677670487536)	(8, 0.00043011677670487536)	(9, 0.00043011677670487536)	(12, 0.00043011677670487536)	(17, 0.00043011677670487536)	(22, 0.00043011677670487536)	(27, 0.0021935955611948645)	(32, 0.0025807006602292524)	(37, 0.003483945891309491)	(42, 0.008129207079722143)	(47, 0.008602335534097507)	(52, 0.009978709219553109)	(57, 0.01118303619432676)	(62, 0.011914234714725047)	(67, 0.012688444912793823)	(72, 0.012817479945805284)	(77, 0.013118561689498699)	(82, 0.014968063829329664)	(87, 0.01582829738273941)	(92, 0.016516484225467212)	(97, 0.01767779952257038)	(102, 0.018452009720639158)	(107, 0.019527301662401342)	(112, 0.020946687025527433)	(117, 0.022839200843028883)	(122, 0.02615110002365642)	(127, 0.028946859072238113)	(132, 0.030495279468375665)	(137, 0.036516914342243925)	(142, 0.04167831566270243)	(147, 0.04460310974429558)	(152, 0.046409600206456056)	(157, 0.05144196649390309)	(162, 0.05522699412890599)	(167, 0.06051743048237597)	(172, 0.06486160992709519)	(177, 0.06959289447084885)	(182, 0.0762597045097744)	(187, 0.08116303576421)	(192, 0.08718467063807823)	(197, 0.09458267919740208)	(202, 0.09991612722854254)	(207, 0.10546463364803542)	(212, 0.11531430783457708)	(217, 0.1256371104754941)	(222, 0.131099593539646)	(227, 0.13651906492612745)	(232, 0.13991698746209597)	(237, 0.14503537710488396)	(240, 0.14731499602141981)
ERR4223622_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0002409063861873914)	(22, 0.0002409063861873914)	(27, 0.0014454383171243483)	(32, 0.0016863447033117402)	(37, 0.0016863447033117402)	(42, 0.0020236136439740885)	(47, 0.002168157475686523)	(52, 0.003420870683860958)	(57, 0.004673583892035395)	(62, 0.005010852832697742)	(67, 0.005155396664410177)	(72, 0.005299940496122612)	(77, 0.00534812177336009)	(82, 0.006311747318109656)	(87, 0.006600834981534525)	(92, 0.007227191585621744)	(97, 0.008287179684846265)	(102, 0.009877161833683052)	(107, 0.011900775477657135)	(112, 0.013298032517544005)	(117, 0.015177102329805662)	(122, 0.01777889130062949)	(127, 0.020621586657640707)	(132, 0.022934287965039664)	(137, 0.025825164599288363)	(142, 0.027607871857075063)	(147, 0.03001693571894897)	(152, 0.03281144979872271)	(157, 0.03608777665087125)	(162, 0.040086822661581936)	(167, 0.045097675494279676)	(172, 0.04895217767327793)	(177, 0.05377030539702578)	(182, 0.0603711403785603)	(187, 0.0657192621519204)	(192, 0.07617459931245317)	(197, 0.08354633472978736)	(202, 0.09062898248369666)	(207, 0.09795253662379336)	(212, 0.10522790948665257)	(217, 0.1107205750917251)	(222, 0.11592415303337275)	(227, 0.12247680673766981)	(232, 0.12768038467931747)	(237, 0.13240214984859033)	(240, 0.1349075762649392)
ERR4223622_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0017827072577866968)	(32, 0.002168157475686523)	(37, 0.002168157475686523)	(42, 0.002505426416348871)	(47, 0.002649970248061306)	(52, 0.004095408565185655)	(57, 0.0053963030505975685)	(62, 0.005781753268497394)	(67, 0.0061190222091597425)	(72, 0.006263566040872177)	(77, 0.006311747318109656)	(82, 0.007468097971809135)	(87, 0.007805366912471483)	(92, 0.008528086071033657)	(97, 0.009828980556445571)	(102, 0.011563506536994788)	(107, 0.01373166401268131)	(112, 0.01546618999323053)	(117, 0.01695980958759236)	(122, 0.01922432961775384)	(127, 0.021777937311340183)	(132, 0.024042457341501667)	(137, 0.02722242163917523)	(142, 0.02900512889696193)	(147, 0.03175146169949819)	(152, 0.03488324471993428)	(157, 0.03830411540379525)	(162, 0.0421586175827935)	(167, 0.04750673935615359)	(172, 0.05208396069371403)	(177, 0.05699845097193681)	(182, 0.06359928595347134)	(187, 0.06914013283578134)	(192, 0.07983637638250153)	(197, 0.08711174924536073)	(202, 0.09385712805860771)	(207, 0.10151795113936675)	(212, 0.10990149337868797)	(217, 0.11544234026099798)	(222, 0.12107954969778294)	(227, 0.12777674723379245)	(232, 0.13351031922505233)	(237, 0.1378466341764254)	(240, 0.1404484231472492)
ERR4223623_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0007419076423906243)	(32, 0.0009892101898541657)	(37, 0.0009892101898541657)	(42, 0.0011375917183322906)	(47, 0.001236512737317707)	(52, 0.0020278808892010398)	(57, 0.002967630569562497)	(62, 0.002967630569562497)	(67, 0.002967630569562497)	(72, 0.0030665515885479134)	(77, 0.0034127751549968715)	(82, 0.004253603816372913)	(87, 0.004748208911299996)	(92, 0.005440656044197911)	(97, 0.006726629291008326)	(102, 0.007963142028326034)	(107, 0.009051273237165616)	(112, 0.010881312088395823)	(117, 0.012464048392162487)	(122, 0.015629520999695817)	(127, 0.01924013819266352)	(132, 0.02230668978121144)	(137, 0.025274320350773934)	(142, 0.028390332448814552)	(147, 0.031061199961420805)	(152, 0.03358368594554893)	(157, 0.03714484262902392)	(162, 0.04070599931249892)	(167, 0.04599827382821871)	(172, 0.05084540375850412)	(177, 0.05569253368878953)	(182, 0.06147941329943639)	(187, 0.0668706088341416)	(192, 0.07488321137196034)	(197, 0.08160984066296866)	(202, 0.08739672027361554)	(207, 0.09466741516904366)	(212, 0.10178972853599366)	(217, 0.10762606865613322)	(222, 0.11252265909591135)	(227, 0.11662788138380613)	(232, 0.12152447182358424)	(237, 0.12760811449118736)	(240, 0.13082304760821342)
ERR4223623_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0005440656044197912)	(32, 0.0007419076423906243)	(37, 0.0007419076423906243)	(42, 0.0008902891708687492)	(47, 0.0009892101898541657)	(52, 0.001384894265795832)	(57, 0.002225722927171873)	(62, 0.002374104455649998)	(67, 0.0027203280220989556)	(72, 0.0028192490410843722)	(77, 0.0031654726075333304)	(82, 0.004303064325865621)	(87, 0.004995511458763537)	(92, 0.005687958591661452)	(97, 0.007122313366949994)	(102, 0.0083588261042677)	(107, 0.009051273237165616)	(112, 0.010831851578903113)	(117, 0.012464048392162487)	(122, 0.015382218452232274)	(127, 0.01874553309773644)	(132, 0.02156478213882081)	(137, 0.023790505065992684)	(142, 0.026609754107077055)	(147, 0.028538713977292678)	(152, 0.03091281843294268)	(157, 0.034622356644895796)	(162, 0.03892542097076142)	(167, 0.044514458543437455)	(172, 0.04990565407814267)	(177, 0.05524738910335515)	(182, 0.06172671584689994)	(187, 0.06771143749551764)	(192, 0.07686163175166867)	(197, 0.08339041900470616)	(202, 0.08897945657738218)	(207, 0.09595338841585407)	(212, 0.10357030687773114)	(217, 0.10930772597888531)	(222, 0.11415485590917071)	(227, 0.11781493361163113)	(232, 0.12226637946597489)	(237, 0.12800379856712904)	(240, 0.13107035015567695)
ERR4223624_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0002447572986626461)	(9, 0.0002447572986626461)	(12, 0.0002447572986626461)	(17, 0.0002447572986626461)	(22, 0.0002447572986626461)	(27, 0.0022517671476963443)	(32, 0.002692330285289107)	(37, 0.003083941963149341)	(42, 0.005090951812183039)	(47, 0.005384660570578214)	(52, 0.005776272248438448)	(57, 0.005874175167903507)	(62, 0.006167883926298682)	(67, 0.006657398523623974)	(72, 0.006853204362554091)	(77, 0.006902155822286621)	(82, 0.008419651073995027)	(87, 0.010132952164633549)	(92, 0.011405690117679307)	(97, 0.012286816392864833)	(102, 0.013951166023770828)	(107, 0.016594544849327406)	(112, 0.019678486812476748)	(117, 0.024133069648136905)	(122, 0.02726596307101878)	(127, 0.030496759413365705)	(132, 0.0365177889604668)	(137, 0.0527696735916665)	(142, 0.06363689765228799)	(147, 0.07009849033698184)	(152, 0.0758747625854203)	(157, 0.08277691840770693)	(162, 0.09109866656223689)	(167, 0.0996651720154295)	(172, 0.10950441542166786)	(177, 0.11880519277084842)	(182, 0.1286444361770868)	(187, 0.13980536899610346)	(192, 0.1487634861271563)	(197, 0.15904329267098744)	(202, 0.16961680797321377)	(207, 0.17833016780560396)	(212, 0.18905053748702785)	(217, 0.19644220790663974)	(222, 0.20559613087662276)	(227, 0.2145052965479431)	(232, 0.2211137436118345)	(237, 0.22850541403144642)	(240, 0.2320299191321885)
ERR4223624_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0002447572986626461)	(9, 0.0002447572986626461)	(12, 0.0002447572986626461)	(17, 0.0002447572986626461)	(22, 0.0002447572986626461)	(27, 0.0020070098490336985)	(32, 0.0024475729866264614)	(37, 0.002839184664486695)	(42, 0.004846194513520393)	(47, 0.0051399032719155685)	(52, 0.005531514949775803)	(57, 0.005629417869240861)	(62, 0.0061189324665661534)	(67, 0.006902155822286621)	(72, 0.007097961661216737)	(77, 0.007489573339076972)	(82, 0.008958117131052847)	(87, 0.010377709463296195)	(92, 0.011503593037144367)	(97, 0.01204205909420219)	(102, 0.013559554345910597)	(107, 0.01581132149360694)	(112, 0.018748409077558696)	(117, 0.022811380235358617)	(122, 0.025650564899845314)	(127, 0.028783458322727183)	(132, 0.034755536410095746)	(137, 0.05032210060504004)	(142, 0.06099351882673141)	(147, 0.06696559691409998)	(152, 0.0730355779209336)	(157, 0.08008458812241781)	(162, 0.08889585087427307)	(167, 0.09824557968318615)	(172, 0.1076932114115643)	(177, 0.11650447416341954)	(182, 0.12673532924751818)	(187, 0.13809206790546494)	(192, 0.1472459908754479)	(197, 0.15781950617767423)	(202, 0.16829511856043547)	(207, 0.17632315795657028)	(212, 0.18567288676548335)	(217, 0.19272189696696757)	(222, 0.20163106263828787)	(227, 0.21049127684987567)	(232, 0.2179318987292201)	(237, 0.22576413228642478)	(240, 0.22958234614556206)
ERR4223625_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0002507623174450329)	(27, 0.0017051837586262238)	(32, 0.0020060985395602632)	(37, 0.0021565559300272827)	(42, 0.003259910126785428)	(47, 0.0037614347616754936)	(52, 0.0053663135933237046)	(57, 0.006068448082169796)	(62, 0.006670277644037876)	(67, 0.0072721072059059545)	(72, 0.007422564596372974)	(77, 0.008174851548708072)	(82, 0.010030492697801315)	(87, 0.01113384689455946)	(92, 0.01203659123736158)	(97, 0.012839030653185684)	(102, 0.014594366875300916)	(107, 0.017804124538597334)	(112, 0.021716016690739845)	(117, 0.026129433477772423)	(122, 0.03184681431551918)	(127, 0.036410688493018775)	(132, 0.04237883164821056)	(137, 0.0556692344727973)	(142, 0.06514805007221955)	(147, 0.06946116193227411)	(152, 0.0740250361097737)	(157, 0.08124699085219067)	(162, 0.0884187931311186)	(167, 0.09554044294655753)	(172, 0.10532017332691382)	(177, 0.11535066602471514)	(182, 0.12528085379553844)	(187, 0.13516088910287274)	(192, 0.14313513079762477)	(197, 0.1517112020542449)	(202, 0.16068849301877708)	(207, 0.1714211202054245)	(212, 0.18155191783020383)	(217, 0.190679666185203)	(222, 0.20111137859091638)	(227, 0.21149293853314077)	(232, 0.21986839993580487)	(237, 0.2272408120686888)	(240, 0.23220590595410046)
ERR4223625_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0002507623174450329)	(22, 0.0005015246348900658)	(27, 0.0023571657839833093)	(32, 0.002758385491895362)	(37, 0.002908842882362382)	(42, 0.0040121970791205264)	(47, 0.004513721714010592)	(52, 0.00586783822821377)	(57, 0.006469667790081848)	(62, 0.007071497351949928)	(67, 0.007522869523350987)	(72, 0.00792408923126304)	(77, 0.00867637618359814)	(82, 0.010732627186647407)	(87, 0.012187048627828597)	(92, 0.013039640507141712)	(97, 0.013842079922965817)	(102, 0.015597416145081044)	(107, 0.01880717380837747)	(112, 0.02181632161771786)	(117, 0.025427298988926338)	(122, 0.030693307655272027)	(127, 0.03515687690579362)	(132, 0.04072380035307334)	(137, 0.05516770983790723)	(142, 0.06494744021826353)	(147, 0.06895963729738405)	(152, 0.07382442625581769)	(157, 0.08144760070614669)	(162, 0.0884689455946076)	(167, 0.09503891831166747)	(172, 0.10446758144760071)	(177, 0.11494944631680308)	(182, 0.12377627989086823)	(187, 0.13295418070935644)	(192, 0.13962445835339432)	(197, 0.14789961482908037)	(202, 0.15677660086663456)	(207, 0.16735877066281496)	(212, 0.17743941582410527)	(217, 0.1867176215695715)	(222, 0.19724963890226288)	(227, 0.20622692986679506)	(232, 0.21364949446316803)	(237, 0.2201191622532499)	(240, 0.22443227411330444)
ERR4223626_1 - illumina_universal_adapter	(1, 0.00020970779316100945)	(2, 0.00020970779316100945)	(3, 0.00020970779316100945)	(4, 0.00020970779316100945)	(5, 0.00020970779316100945)	(6, 0.00020970779316100945)	(7, 0.00020970779316100945)	(8, 0.00020970779316100945)	(9, 0.00020970779316100945)	(12, 0.00020970779316100942)	(17, 0.00020970779316100942)	(22, 0.00020970779316100942)	(27, 0.0013840714348626625)	(32, 0.0020970779316100943)	(37, 0.0020970779316100943)	(42, 0.0020970779316100943)	(47, 0.0020970779316100943)	(52, 0.004697454566806612)	(57, 0.006333175353462485)	(62, 0.006626766263887899)	(67, 0.0067106493811523015)	(72, 0.0072558896433709275)	(77, 0.007759188346957349)	(82, 0.008933551988659003)	(87, 0.010191798747625058)	(92, 0.01044344809941827)	(97, 0.010946746803004694)	(102, 0.012792175382821578)	(107, 0.015015077990328276)	(112, 0.016315266307926533)	(117, 0.018076811770479012)	(122, 0.020257772819353516)	(127, 0.022270967633699203)	(132, 0.02369698062719407)	(137, 0.026465123496919395)	(142, 0.029065500132115906)	(147, 0.03086898715330059)	(152, 0.032336941705427655)	(157, 0.034727610547463164)	(162, 0.03804099367940711)	(167, 0.04198350019083409)	(172, 0.04559047423320346)	(177, 0.04936521451010163)	(182, 0.054817617132287874)	(187, 0.058256824940128425)	(192, 0.06249292236198082)	(197, 0.0689099808327077)	(202, 0.07457209124805496)	(207, 0.08061167569109204)	(212, 0.08627378610643928)	(217, 0.08916775365206123)	(222, 0.09923372772378967)	(227, 0.10758009789159786)	(232, 0.11273890960335868)	(237, 0.11861072781186695)	(240, 0.12037227327441942)
