Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
ERR3518689_1	(1, 0.0)	(2, 0.0759741633354993)	(3, 3.892119023335005e-05)	(4, 5.838178535002508e-05)	(5, 3.892119023335005e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0005293281871735606)	(22, 0.0)	(27, 6.616602339669508e-05)	(32, 0.0007593827581171201)	(37, 7.796886734314536e-06)	(42, 0.0002068016355590184)	(47, 0.0012429047434286981)	(52, 0.00046611553531352004)	(57, 0.00011405387141904765)	(62, 0.0010008705985523917)	(67, 7.198195556337937e-05)	(72, 0.0008863308729296303)	(77, 0.0)	(82, 1.2289674006974882e-05)	(87, 0.0003164588176112209)	(92, 0.0023040602546917305)	(97, 0.00021139865703821776)	(102, 0.0010837461741891523)	(107, 0.00014553406072920132)	(112, 0.0020497705111098604)	(117, 8.349322285510085e-05)	(122, 0.0)	(127, 0.00014676778547749537)	(132, 2.5331687843183682e-05)	(137, 0.0003924369884829128)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518689_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.9460595116675025e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.9460595116675025e-05)	(12, 7.784238046670009e-06)	(17, 0.00028023256968012035)	(22, 0.0019227067975274926)	(27, 0.0008679425422037061)	(32, 0.0010756652980124862)	(37, 0.00024625041720879214)	(42, 1.5668354213700292e-05)	(47, 0.0)	(52, 7.890493832868924e-06)	(57, 0.001174234455664775)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 8.327038092535375e-06)	(92, 0.000998256867346636)	(97, 0.0)	(102, 0.0)	(107, 0.00011378335775110144)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518695_1	(1, 0.0)	(2, 0.00022782197383439316)	(3, 0.00010125421059306363)	(4, 2.531355264826591e-05)	(5, 0.0003797032897239886)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.531355264826591e-05)	(12, 7.087794741514454e-05)	(17, 0.0003290761844274568)	(22, 3.037626317791909e-05)	(27, 2.0250842118612725e-05)	(32, 3.043421406229092e-05)	(37, 6.616855992731231e-05)	(42, 0.00013794316220598502)	(47, 0.00024148834507882973)	(52, 0.00028929125399183186)	(57, 6.754232695785723e-05)	(62, 0.0)	(67, 0.0)	(72, 3.175857218117397e-05)	(77, 5.350437326020499e-06)	(82, 5.407428075799164e-06)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 2.0339330543138772e-05)	(142, 0.00024660892835692426)	(147, 0.00011117456296352843)	(150, 0.0)																				
ERR3518695_2	(1, 0.0)	(2, 0.0013163047377098272)	(3, 0.004581753029336129)	(4, 0.0007087794741514454)	(5, 0.001366931843006359)	(6, 0.0009112878953375726)	(7, 0.0014428725009511569)	(8, 0.0028351178966057817)	(9, 0.029566229493174577)	(12, 1.6364047363682088)	(17, 0.00022782197383439316)	(22, 0.0006581523688549136)	(27, 0.0009973539743416767)	(32, 0.002333280499864934)	(37, 0.0006765233730368842)	(42, 0.000449324324673287)	(47, 0.0)	(52, 0.0)	(57, 2.1222182295044255e-05)	(62, 1.0748828418010544e-05)	(67, 0.00013559364688442137)	(72, 0.00013096760723600395)	(77, 3.3102958808664235e-05)	(82, 1.674481939009898e-05)	(87, 0.0)	(92, 0.0)	(97, 4.515337755730387e-05)	(102, 0.0014882766243350996)	(107, 0.0)	(112, 1.1385006538409254e-05)	(117, 0.0)	(122, 1.720418268089338e-05)	(127, 0.0005358511191250623)	(132, 0.0)	(137, 0.0)	(142, 1.608802983814718e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518702_1	(1, 0.0)	(2, 0.07668278960081854)	(3, 4.442803568992963e-05)	(4, 4.442803568992963e-05)	(5, 4.442803568992963e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 4.4428035689929635e-06)	(17, 0.0005242508211411697)	(22, 0.0)	(27, 4.442803568992963e-05)	(32, 0.0008446551577511314)	(37, 8.902172512886563e-06)	(42, 0.00018277805434722667)	(47, 0.0013980088869593686)	(52, 0.0004432029588408604)	(57, 0.00010790159805863444)	(62, 0.0010777649527773663)	(67, 8.191620945665297e-05)	(72, 0.0010405624477351268)	(77, 0.0)	(82, 9.28900255944532e-06)	(87, 0.0003636173945051538)	(92, 0.0022262171491493465)	(97, 0.0002577064779443082)	(102, 0.0010748674263679437)	(107, 0.00011752370594177291)	(112, 0.0021340400444841354)	(117, 5.1907903299162516e-05)	(122, 4.728001389654169e-06)	(127, 9.009211064809562e-05)	(132, 9.57430119688818e-06)	(137, 0.0005177265416272408)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518702_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.2214017844964816e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 4.442803568992963e-05)	(12, 4.4428035689929635e-06)	(17, 0.00020881176774266923)	(22, 0.0019326195525119388)	(27, 0.0008841179102295996)	(32, 0.0010988231248438792)	(37, 0.00026330550789155615)	(42, 1.7887767673673456e-05)	(47, 0.0)	(52, 0.0)	(57, 0.0012575451009729554)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 9.391936890692225e-06)	(92, 0.0010839646052566156)	(97, 0.0)	(102, 0.0)	(107, 0.00017050877402628479)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518707_1	(1, 0.0)	(2, 0.00014155712841253793)	(3, 6.0667340748230535e-05)	(4, 2.0222446916076846e-05)	(5, 0.0004246713852376138)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 6.471183013144591e-05)	(17, 0.00034378159757330636)	(22, 8.088978766430739e-06)	(27, 8.088978766430739e-06)	(32, 2.8351299822042942e-05)	(37, 5.6836162251816274e-05)	(42, 0.0001342600750285984)	(47, 0.00023262155761925792)	(52, 0.0002702339181645712)	(57, 9.878505089117698e-05)	(62, 0.0)	(67, 2.505099652237891e-05)	(72, 5.0288848669916525e-05)	(77, 1.2714640077359261e-05)	(82, 0.0)	(87, 0.0)	(92, 4.307284984317821e-06)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 9.28804186900666e-06)	(142, 0.00021771308849964475)	(147, 0.00014963708878051036)	(150, 0.0)																				
ERR3518707_2	(1, 0.0)	(2, 0.0017997977755308393)	(3, 0.004368048533872598)	(4, 0.0008088978766430738)	(5, 0.0014155712841253793)	(6, 0.0008291203235591507)	(7, 0.0015975733063700707)	(8, 0.002386248736097068)	(9, 0.029666329625884735)	(12, 1.6388918099089989)	(17, 0.00029524772497472197)	(22, 0.0006552072800808898)	(27, 0.0010394337714863498)	(32, 0.002238899227348576)	(37, 0.0006201918049242169)	(42, 0.00041408772354126016)	(47, 0.0)	(52, 0.0)	(57, 1.670950705784514e-05)	(62, 1.2680771263106685e-05)	(67, 0.00020023508450985647)	(72, 0.00015414792145872233)	(77, 4.7643209532453363e-05)	(82, 2.1877233802303927e-05)	(87, 0.0)	(92, 0.0)	(97, 4.864269631241488e-05)	(102, 0.001506999547501224)	(107, 0.0)	(112, 3.115697001671304e-05)	(117, 0.0)	(122, 3.5803082153081005e-05)	(127, 0.0005657821172168531)	(132, 0.0)	(137, 0.0)	(142, 2.460254466087631e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518711_1	(1, 0.0)	(2, 0.00011501854674066193)	(3, 0.0)	(4, 5.7509273370330964e-05)	(5, 0.0003738102769071513)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 9.201483739252955e-05)	(17, 0.00029329729418868793)	(22, 4.025649135923167e-05)	(27, 1.1501854674066194e-05)	(32, 2.3055372953799627e-05)	(37, 9.834756422587681e-05)	(42, 0.00015089952366824206)	(47, 0.0002039185453779356)	(52, 0.00031007623136390655)	(57, 8.234760311419813e-05)	(62, 0.0)	(67, 5.963140516576129e-06)	(72, 4.78734350847291e-05)	(77, 1.2107373759894675e-05)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.000269210693165148)	(147, 6.325043178302572e-05)	(150, 0.0)																				
ERR3518711_2	(1, 0.0)	(2, 0.0017252782011099289)	(3, 0.004169422319348995)	(4, 0.0007763751904994681)	(5, 0.001667768927739598)	(6, 0.0009776576472956264)	(7, 0.0015239957443137706)	(8, 0.002731690485090721)	(9, 0.02743192339764787)	(12, 1.6412859073525607)	(17, 0.0003047991488627541)	(22, 0.0006095982977255082)	(27, 0.0010466687753400235)	(32, 0.0022870545722985594)	(37, 0.0005766067832371438)	(42, 0.0005159019143830287)	(47, 5.898852030305234e-06)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.00016499510331198947)	(72, 0.00012284180009179967)	(77, 8.696236064048773e-05)	(82, 2.517448276665048e-05)	(87, 0.0)	(92, 6.35408023131902e-06)	(97, 6.369064891345027e-05)	(102, 0.0015771139440561288)	(107, 0.0)	(112, 6.47207635600355e-06)	(117, 0.0)	(122, 0.0)	(127, 0.0005762430069145886)	(132, 0.0)	(137, 0.0)	(142, 1.480471580534434e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518719_1	(1, 0.0)	(2, 0.06354147516904307)	(3, 0.0007830815601818688)	(4, 0.0005593439715584777)	(5, 0.08748139715174591)	(6, 0.0029458782502079827)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 5.9663356966237624e-05)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0005315678293652294)	(47, 0.0029553711207284854)	(52, 0.00019543906852537238)	(57, 0.0008523979425074937)	(62, 9.870005198455815e-05)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.00041921888807779523)	(87, 7.793598089134447e-06)	(92, 0.0005548219576337953)	(97, 0.0006495926584446498)	(102, 0.0010189640975838403)	(107, 0.0006358193792566047)	(112, 0.0)	(117, 2.3656043026872713e-05)	(122, 0.0)	(127, 0.0017590474266918966)	(132, 0.0008725433159182844)	(137, 0.0015813845994060419)	(142, 8.450073921246664e-06)	(147, 0.003857190741660112)	(150, 0.0)																				
ERR3518719_2	(1, 0.0)	(2, 0.007196892434052414)	(3, 3.7289598103898516e-05)	(4, 0.0007085023639740719)	(5, 0.0004847647753506807)	(6, 0.0035798014179742577)	(7, 0.004288303781948329)	(8, 0.008091842788545979)	(9, 4.873638603385224)	(12, 7.457919620779703e-06)	(17, 0.0044449200939847035)	(22, 0.0007383340424571905)	(27, 0.0)	(32, 0.00040330302187485716)	(37, 0.005267159626854333)	(42, 0.0)	(47, 0.0001580969821092938)	(52, 0.00014343113701259364)	(57, 0.0018878297077525887)	(62, 0.0001758101042959046)	(67, 0.00010752645227530582)	(72, 0.0001231978370155755)	(77, 0.0007130508298284044)	(82, 0.0001561369349023742)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 1.6521022836349026e-05)	(142, 3.3851887835154846e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518728_1	(1, 0.0)	(2, 0.059632063964431596)	(3, 0.000749276366970761)	(4, 0.000852624831380521)	(5, 0.0829371426888325)	(6, 0.003513847789931844)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 5.167423220488006e-05)	(22, 0.0)	(27, 0.0)	(32, 2.5864609940473117e-05)	(37, 0.0)	(42, 0.00045684015604206146)	(47, 0.0027314499301034968)	(52, 0.00017209932968354115)	(57, 0.0007633934638147053)	(62, 0.00012599675904836539)	(67, 2.6335198514989756e-05)	(72, 0.0)	(77, 0.0)	(82, 0.000500846056865635)	(87, 1.6028878482347314e-05)	(92, 0.0006851852615151405)	(97, 0.000584253478961461)	(102, 0.0010037151415635541)	(107, 0.0007524381279532861)	(112, 0.0)	(117, 2.1561524408400282e-05)	(122, 1.079879846089045e-05)	(127, 0.00166704887911801)	(132, 0.000866755649778484)	(137, 0.0014609644494707405)	(142, 1.863619921426057e-05)	(147, 0.004222961360492802)	(150, 0.0)																				
ERR3518728_2	(1, 0.0)	(2, 0.006846835767146609)	(3, 7.751134830732009e-05)	(4, 0.0004392309737414805)	(5, 0.0005425794381512406)	(6, 0.0034880106738294043)	(7, 0.004805703595053845)	(8, 0.010257335092668693)	(9, 4.752763344159947)	(12, 5.167423220488006e-06)	(17, 0.004909052059463606)	(22, 0.0007079369812068569)	(27, 0.0)	(32, 0.00026399393000309647)	(37, 0.005288693847955455)	(42, 3.645847764814069e-05)	(47, 0.00017761505916592699)	(52, 0.00016245126593031177)	(57, 0.0018397671128172002)	(62, 0.0002693755209907442)	(67, 9.539719150668205e-05)	(72, 7.433102344368623e-05)	(77, 0.0007625336807927363)	(82, 0.00014470443663266774)	(87, 0.0)	(92, 0.0)	(97, 5.389617322618127e-06)	(102, 5.396453709651795e-06)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 1.1873507017806638e-05)	(142, 7.469818664549555e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518741_1	(1, 0.0)	(2, 0.0010868086114185999)	(3, 0.0)	(4, 9.056738428488332e-05)	(5, 0.005728387056018871)	(6, 2.264184607122083e-05)	(7, 0.0007245390742790666)	(8, 0.0008830319967776124)	(9, 6.792553821366249e-05)	(12, 0.0)	(17, 4.07553229281975e-05)	(22, 7.698227664215083e-05)	(27, 0.0)	(32, 2.26924655795009e-05)	(37, 0.0002095481145020096)	(42, 0.00021468731660221783)	(47, 0.00010534949626680319)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 3.206389007985458e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518741_2	(1, 0.0)	(2, 0.01926821100660893)	(3, 0.03527599617896206)	(4, 6.481409572655533)	(5, 0.014264363024869126)	(6, 0.010573742115260128)	(7, 0.02171353038230078)	(8, 3.421160299515397)	(9, 0.0013132270721308084)	(12, 0.3265678742544323)	(17, 6.792553821366249e-05)	(22, 9.50957534991275e-05)	(27, 4.528369214244166e-05)	(32, 2.7276634030628663e-05)	(37, 0.0)	(42, 9.207572805083832e-06)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0001186388967493749)	(67, 1.4337767208188205e-05)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 4.960511845454261e-06)	(102, 0.0)	(107, 0.0)	(112, 1.4964417607812144e-05)	(117, 1.999638465365462e-05)	(122, 4.512567953005917e-05)	(127, 0.0)	(132, 1.5260726459413793e-05)	(137, 5.1669642493610014e-05)	(142, 0.00017964730986863646)	(147, 0.00012844828170062724)	(150, 0.0)																				
ERR3518742_1	(1, 0.0)	(2, 0.00017381070028331145)	(3, 0.0)	(4, 0.0)	(5, 0.00012415050020236532)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 4.966020008094613e-05)	(12, 0.0004519078207366098)	(17, 0.00013408254021855456)	(22, 9.932040016189226e-06)	(27, 0.00013408254021855456)	(32, 0.0005123443909356826)	(37, 0.00014964569137880697)	(42, 0.0006849864030199001)	(47, 0.00013527635606781093)	(52, 0.0004722238200244501)	(57, 0.00015631139003786164)	(62, 1.5214298722511122e-05)	(67, 0.0003564724706495845)	(72, 0.00016847054374225355)	(77, 0.0)	(82, 0.0)	(87, 0.00020329725206753307)	(92, 0.00025082322271889867)	(97, 0.00018324381872788476)	(102, 3.146871081817704e-05)	(107, 0.0)	(112, 1.0519593215746021e-05)	(117, 0.0010641543352514979)	(122, 5.280131014834845e-06)	(127, 4.2379898281887135e-05)	(132, 0.0)	(137, 5.43556308465596e-06)	(142, 0.0005559856324141687)	(147, 4.9184399692105654e-05)	(150, 0.0)																				
ERR3518742_2	(1, 0.0)	(2, 0.005710923009308805)	(3, 0.009932040016189225)	(4, 0.0)	(5, 0.00022347090036425757)	(6, 0.00024830100040473064)	(7, 0.00017381070028331145)	(8, 0.00039728160064756904)	(9, 0.001514636102468857)	(12, 0.000307893240501866)	(17, 0.0001638786602671222)	(22, 0.00019367478031568987)	(27, 0.0002880291604694875)	(32, 0.0012099576828503735)	(37, 0.0012209075005451553)	(42, 2.0078579528844086e-05)	(47, 0.000166109068724607)	(52, 0.0006111730309646523)	(57, 1.0150258849363611e-05)	(62, 0.00019424699691586884)	(67, 0.0002053755510161854)	(72, 0.0004324625545346865)	(77, 1.0377945040271098e-05)	(82, 1.046553964665617e-05)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518753_1	(1, 0.0)	(2, 0.001281848723964311)	(3, 5.9620870882060966e-05)	(4, 0.00014905217720515243)	(5, 0.005246636637621366)	(6, 5.9620870882060966e-05)	(7, 0.0005663982733795792)	(8, 0.0010135548049950366)	(9, 0.0)	(12, 0.0)	(17, 4.1734609617442685e-05)	(22, 7.750713214667928e-05)	(27, 0.0)	(32, 2.9846275563857328e-05)	(37, 0.0002333125306297476)	(42, 0.00011392426087288649)	(47, 0.00013827450254244727)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 3.480728494197173e-05)	(147, 0.0)	(150, 0.0)																				
