Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR4223626_1	(1.0, 6.653818569205669)	(2.0, 1.4960553964106413)	(3.0, 0.9594131537116182)	(4.0, 0.798567276357124)	(5.0, 0.5693566584321407)	(6.0, 0.47435902813020336)	(7.0, 0.4330465928774845)	(8.0, 0.38250701472568127)	(9.0, 0.37181191727446977)	('>10', 7.005288830543521)	('>50', 3.3999924505194463)	('>100', 10.24821014398537)	('>500', 8.202091206113401)	('>1k', 16.418023126575427)	('>5k', 6.990189869435929)	('>10k+', 35.59726876570187)
ERR4223626_2	(1.0, 8.050262763864831)	(2.0, 1.1705889014247548)	(3.0, 0.6750493861852894)	(4.0, 0.4974268853779144)	(5.0, 0.4078816576981634)	(6.0, 0.3460178587156656)	(7.0, 0.30093068318604854)	(8.0, 0.2717812999366682)	(9.0, 0.25290759855217737)	('>10', 3.820246868014109)	('>50', 1.68688948818716)	('>100', 5.2567452511670245)	('>500', 4.502636026960034)	('>1k', 14.868701950701894)	('>5k', 7.726893346810554)	('>10k+', 50.165040033217714)
ERR4223627_1	(1.0, 7.655797443985114)	(2.0, 1.3630933452510894)	(3.0, 0.8070268923018745)	(4.0, 0.6205254699062336)	(5.0, 0.506003283112597)	(6.0, 0.4022242658117969)	(7.0, 0.31584918308939175)	(8.0, 0.36956503055357404)	(9.0, 0.3248734454633744)	('>10', 5.39242649523433)	('>50', 2.6563560887987414)	('>100', 8.190377557948656)	('>500', 5.89821491495707)	('>1k', 13.79337017524258)	('>5k', 7.636030012118296)	('>10k+', 44.06826639622528)
ERR4223627_2	(1.0, 9.715048172372006)	(2.0, 1.2543724699835845)	(3.0, 0.7432124655144259)	(4.0, 0.5122343214184422)	(5.0, 0.3717136644521413)	(6.0, 0.3364760685156377)	(7.0, 0.31434513936039465)	(8.0, 0.25955497494692875)	(9.0, 0.233986231553978)	('>10', 3.587144293658092)	('>50', 1.7431866819076431)	('>100', 5.041769442988149)	('>500', 4.509767689702887)	('>1k', 14.212783512242916)	('>5k', 7.664177116189527)	('>10k+', 49.50022775519325)
ERR9875453_1	(1.0, 2.519677604181671)	(2.0, 0.695718140526422)	(3.0, 0.33873647214726754)	(4.0, 0.24807065052126848)	(5.0, 0.1892538995105806)	(6.0, 0.17909100511825768)	(7.0, 0.1529235526277884)	(8.0, 0.144681205207243)	(9.0, 0.1281965103661523)	('>10', 2.4408551555483)	('>50', 1.3710304694777071)	('>100', 3.9185560047501533)	('>500', 2.144770830732593)	('>1k', 11.496234127479505)	('>5k', 5.8066137235884785)	('>10k+', 68.22559064821661)
ERR9875453_2	(1.0, 3.957367058138158)	(2.0, 0.6968384595932922)	(3.0, 0.3509799590923495)	(4.0, 0.2576733853801563)	(5.0, 0.19485549484493184)	(6.0, 0.16996840700231425)	(7.0, 0.1534837121612235)	(8.0, 0.13315792337657764)	(9.0, 0.1116317927345708)	('>10', 2.1410097595795285)	('>50', 1.0503791479813451)	('>100', 3.209794149373742)	('>500', 1.5623649615410469)	('>1k', 11.53824609248714)	('>5k', 6.225212940645496)	('>10k+', 68.24703675606813)
ERR9875457_1	(1.0, 2.1516673559947)	(2.0, 0.5970865959579673)	(3.0, 0.3735515348648099)	(4.0, 0.2846106932303314)	(5.0, 0.22169490574899578)	(6.0, 0.21030346790418572)	(7.0, 0.1674541363187079)	(8.0, 0.17525288992015478)	(9.0, 0.13958892682140328)	('>10', 2.6977553609859024)	('>50', 1.3744207891988138)	('>100', 4.337684278413751)	('>500', 2.3692438188305727)	('>1k', 11.540315174797232)	('>5k', 8.81890067367211)	('>10k+', 64.54046939734036)
ERR9875457_2	(1.0, 3.459229167688975)	(2.0, 0.6254775641250324)	(3.0, 0.39274172631106685)	(4.0, 0.2912703030472973)	(5.0, 0.21950424462499388)	(6.0, 0.19295343180209043)	(7.0, 0.1631604405156641)	(8.0, 0.1542225431297362)	(9.0, 0.13249118477963703)	('>10', 2.2285157482246882)	('>50', 1.100588148698572)	('>100', 3.4634352370470594)	('>500', 2.276622666507771)	('>1k', 11.41273107093536)	('>5k', 8.536393015120819)	('>10k+', 65.35066350744124)
ERR9875459_1	(1.0, 1.9405876365367047)	(2.0, 0.5056024566216074)	(3.0, 0.3246808812347653)	(4.0, 0.26958944656742057)	(5.0, 0.20740784205383478)	(6.0, 0.18043259815606685)	(7.0, 0.15859161518143908)	(8.0, 0.14734513887360834)	(9.0, 0.1239557280015256)	('>10', 2.5312721313132056)	('>50', 1.2940782412466962)	('>100', 4.012954636767339)	('>500', 3.0971002835252976)	('>1k', 8.078963303073792)	('>5k', 8.226960411588434)	('>10k+', 68.90047764925826)
ERR9875459_2	(1.0, 3.191309896654662)	(2.0, 0.5473285136477619)	(3.0, 0.33274900554255693)	(4.0, 0.2558980841057136)	(5.0, 0.21718738666933976)	(6.0, 0.16771919015591039)	(7.0, 0.1568801948737257)	(8.0, 0.12322226215536274)	(9.0, 0.1488935667710633)	('>10', 2.185565229155104)	('>50', 1.1039475946802537)	('>100', 3.243711956552743)	('>500', 2.7200988385975804)	('>1k', 8.970124306161683)	('>5k', 9.166285671907689)	('>10k+', 67.46907830236884)
ERR9875461_1	(1.0, 1.8220771477368045)	(2.0, 0.46719926865046263)	(3.0, 0.29314616340780275)	(4.0, 0.21082269826623207)	(5.0, 0.17257610256306607)	(6.0, 0.15718417990203587)	(7.0, 0.15073201030170502)	(8.0, 0.1393046737806371)	(9.0, 0.12453464698469903)	('>10', 2.335063499454675)	('>50', 1.1775598205519482)	('>100', 3.1871385716140295)	('>500', 2.252662297329968)	('>1k', 6.368524606475957)	('>5k', 6.293508417749219)	('>10k+', 74.84796589523076)
ERR9875461_2	(1.0, 3.3667110026593825)	(2.0, 0.535607813810597)	(3.0, 0.32113147733694863)	(4.0, 0.23538758493737122)	(5.0, 0.186568759527639)	(6.0, 0.16278124268786504)	(7.0, 0.1545411224753943)	(8.0, 0.12686675647879453)	(9.0, 0.11613905280595527)	('>10', 2.251884927498603)	('>50', 0.9708571823919513)	('>100', 2.2295744133384225)	('>500', 1.9160611603488524)	('>1k', 6.147129678503159)	('>5k', 5.509064520918634)	('>10k+', 75.76969330428042)
ERR9875463_1	(1.0, 2.178433527720562)	(2.0, 0.6003510560658343)	(3.0, 0.3751211850646959)	(4.0, 0.29585362906909246)	(5.0, 0.2696275603567924)	(6.0, 0.21747009786154403)	(7.0, 0.20696002538133393)	(8.0, 0.20823695007519122)	(9.0, 0.18387715591545187)	('>10', 3.2511484955371484)	('>50', 1.267200421188699)	('>100', 4.3127640410148205)	('>500', 2.0952369726669358)	('>1k', 8.078316738223561)	('>5k', 8.791822967160444)	('>10k+', 67.66757917669788)
ERR9875463_2	(1.0, 3.4571262711539763)	(2.0, 0.6219605508849579)	(3.0, 0.40311530335310597)	(4.0, 0.3123554251127868)	(5.0, 0.2490003153021744)	(6.0, 0.21982749729635753)	(7.0, 0.19733397768917885)	(8.0, 0.18230555629224288)	(9.0, 0.15912446184991028)	('>10', 2.6035512257985935)	('>50', 0.9174212800482482)	('>100', 3.0571541670472886)	('>500', 2.1809873771082766)	('>1k', 8.430060378893025)	('>5k', 9.192286196149386)	('>10k+', 67.81639001602049)
ERR9875466_1	(1.0, 1.8021205590871936)	(2.0, 0.44738459875563236)	(3.0, 0.2842386861856283)	(4.0, 0.22901227478770766)	(5.0, 0.18957690151121082)	(6.0, 0.17935917096205423)	(7.0, 0.16551034608551143)	(8.0, 0.15335040229147384)	(9.0, 0.12919940281164924)	('>10', 2.7011119593047215)	('>50', 1.3570159497929433)	('>100', 3.368726651219035)	('>500', 1.8069338701723332)	('>1k', 7.366561505671262)	('>5k', 3.7835158450823156)	('>10k+', 76.03638187627932)
ERR9875466_2	(1.0, 3.0050261101015354)	(2.0, 0.4960243739317827)	(3.0, 0.31615853864497695)	(4.0, 0.23813223263323582)	(5.0, 0.21406567720753644)	(6.0, 0.1753058563640417)	(7.0, 0.15664372040235902)	(8.0, 0.13781269633242585)	(9.0, 0.14363933606706883)	('>10', 2.447188688550062)	('>50', 0.822316199071791)	('>100', 2.240047423780797)	('>500', 1.6590723313990017)	('>1k', 7.523120782019496)	('>5k', 3.2839448208772724)	('>10k+', 77.14150121261662)
ERR9875467_1	(1.0, 1.9906617939363054)	(2.0, 0.539203121330679)	(3.0, 0.35616875691655014)	(4.0, 0.2667620338379505)	(5.0, 0.24059234064498702)	(6.0, 0.22378541158557644)	(7.0, 0.18211343679443515)	(8.0, 0.15839955058732158)	(9.0, 0.12363453294388328)	('>10', 2.6159716477083483)	('>50', 1.3427124695134585)	('>100', 3.94594461848271)	('>500', 2.170165935808275)	('>1k', 7.191216806315108)	('>5k', 9.123629928305785)	('>10k+', 69.52903761528863)
ERR9875467_2	(1.0, 3.9235353797368298)	(2.0, 0.61103547566679)	(3.0, 0.38057333883843397)	(4.0, 0.30390611449893096)	(5.0, 0.26092949224655687)	(6.0, 0.19845990204399883)	(7.0, 0.1831878523507445)	(8.0, 0.16146930931963402)	(9.0, 0.13744844723928923)	('>10', 2.273233085245665)	('>50', 0.9752623492556604)	('>100', 2.82625012087175)	('>500', 1.7499927093230105)	('>1k', 7.128977448017474)	('>5k', 10.554597961373226)	('>10k+', 68.331141013972)
ERR9875470_1	(1.0, 1.8543205811172307)	(2.0, 0.48385126486475)	(3.0, 0.3008800675585959)	(4.0, 0.21705146385809865)	(5.0, 0.19297397683958198)	(6.0, 0.1763321843414896)	(7.0, 0.14127819588806093)	(8.0, 0.13667514689922686)	(9.0, 0.14101263536947434)	('>10', 2.6461335273695523)	('>50', 1.2756642111170715)	('>100', 3.6610173092346017)	('>500', 1.9678919628994251)	('>1k', 7.217934895183263)	('>5k', 5.511000401881585)	('>10k+', 74.07598217557799)
ERR9875470_2	(1.0, 3.166986224490699)	(2.0, 0.4942966452624889)	(3.0, 0.2910543283708924)	(4.0, 0.22802796529301064)	(5.0, 0.19695738461838067)	(6.0, 0.16252303737498738)	(7.0, 0.16420492065936906)	(8.0, 0.1444649221110999)	(9.0, 0.12348564114276002)	('>10', 2.2972755261196474)	('>50', 0.8816609217074479)	('>100', 2.618515233436548)	('>500', 1.5005939703599054)	('>1k', 6.872883261366433)	('>5k', 6.797021473223533)	('>10k+', 74.0600485444628)
ERR9875473_1	(1.0, 2.2321439915837193)	(2.0, 0.5637959323004416)	(3.0, 0.36109706421225696)	(4.0, 0.2924013759466833)	(5.0, 0.2490324580774186)	(6.0, 0.21752222868803095)	(7.0, 0.18440260586208854)	(8.0, 0.16805455674340086)	(9.0, 0.13493493391745845)	('>10', 2.7939917107767527)	('>50', 1.4340542568879922)	('>100', 3.8503467395806594)	('>500', 2.7762883829746503)	('>1k', 8.755862639117238)	('>5k', 8.534698098967532)	('>10k+', 67.45137302436368)
ERR9875473_2	(1.0, 3.9617337063737907)	(2.0, 0.6332539648254359)	(3.0, 0.39413198212048595)	(4.0, 0.2869802612130253)	(5.0, 0.22785622864906668)	(6.0, 0.20786586806870247)	(7.0, 0.19151781895001477)	(8.0, 0.1829626222609606)	(9.0, 0.1463700978087685)	('>10', 2.384019909043859)	('>50', 1.0944722417749406)	('>100', 3.0542899229100544)	('>500', 2.2205394178569824)	('>1k', 9.045553457697093)	('>5k', 7.685446593972907)	('>10k+', 68.28300590647392)
ERR9875474_1	(1.0, 2.918531387581963)	(2.0, 0.8179579560043855)	(3.0, 0.5496103458766309)	(4.0, 0.42629481309421535)	(5.0, 0.382192050788014)	(6.0, 0.31914710423750053)	(7.0, 0.3087193361434096)	(8.0, 0.24031700415006038)	(9.0, 0.2453873868013156)	('>10', 4.132170525578646)	('>50', 1.9146912902306163)	('>100', 5.834097079650928)	('>500', 3.172528858130694)	('>1k', 11.261893874021082)	('>5k', 10.058299833729716)	('>10k+', 57.418161153980826)
ERR9875474_2	(1.0, 4.693547985910077)	(2.0, 0.825611363779865)	(3.0, 0.5438702900450212)	(4.0, 0.433565550480921)	(5.0, 0.35492678558786783)	(6.0, 0.3248871600691103)	(7.0, 0.2752356771256862)	(8.0, 0.24031700415006038)	(9.0, 0.20750301831269144)	('>10', 3.443363825785479)	('>50', 1.372160346546304)	('>100', 4.946684448084064)	('>500', 3.0316104874646745)	('>1k', 11.271651968934817)	('>5k', 12.617886396641683)	('>10k+', 55.417177691081676)
ERR9875475_1	(1.0, 2.692218387951672)	(2.0, 0.7665516385501653)	(3.0, 0.47559188771547756)	(4.0, 0.3673426903768705)	(5.0, 0.29264113629630817)	(6.0, 0.2627765278589558)	(7.0, 0.251086895601976)	(8.0, 0.20945258893328103)	(9.0, 0.1996044740866474)	('>10', 3.260686805928085)	('>50', 1.5420706662289727)	('>100', 4.725573872871245)	('>500', 2.4810844135567707)	('>1k', 14.31739753556931)	('>5k', 10.053884400746215)	('>10k+', 58.102036077728044)
ERR9875475_2	(1.0, 4.892991825264017)	(2.0, 0.826921383219773)	(3.0, 0.5039352426399353)	(4.0, 0.3936043299678936)	(5.0, 0.31826224809242815)	(6.0, 0.2695020697054373)	(7.0, 0.22362426639550992)	(8.0, 0.212014700112893)	(9.0, 0.1794278485472029)	('>10', 2.6996645235674195)	('>50', 1.0977845744893793)	('>100', 3.9520564945515106)	('>500', 2.765638886442429)	('>1k', 13.508010600735004)	('>5k', 10.100642929774134)	('>10k+', 58.055918076495026)
ERR9875477_1	(1.0, 2.022674996990185)	(2.0, 0.5595087981649632)	(3.0, 0.35428692726385624)	(4.0, 0.274051591400166)	(5.0, 0.21860762782209775)	(6.0, 0.22145903166325553)	(7.0, 0.18684615725809006)	(8.0, 0.15904496980680155)	(9.0, 0.15611436030338938)	('>10', 2.8886305024173566)	('>50', 1.3240018502442703)	('>100', 3.7953769239055366)	('>500', 2.046911929640026)	('>1k', 9.149600486639589)	('>5k', 8.324515102935678)	('>10k+', 68.31836874354474)
ERR9875477_2	(1.0, 4.042340178814703)	(2.0, 0.6331700640615396)	(3.0, 0.4056121964046966)	(4.0, 0.29844693537451605)	(5.0, 0.24632960961113187)	(6.0, 0.21860762782209775)	(7.0, 0.19405387252323894)	(8.0, 0.1767870381517834)	(9.0, 0.15611436030338938)	('>10', 2.4596526356476174)	('>50', 0.913478902779802)	('>100', 2.826454057547666)	('>500', 1.8995893978468732)	('>1k', 8.799828282124231)	('>5k', 8.623041243972448)	('>10k+', 68.10649359701426)
ERR9875478_1	(1.0, 2.483769822471859)	(2.0, 0.6747422796688548)	(3.0, 0.43148135616160255)	(4.0, 0.3295211026144233)	(5.0, 0.28603009180934336)	(6.0, 0.24578737226771336)	(7.0, 0.22232749092057474)	(8.0, 0.2006722158309084)	(9.0, 0.17134736414698518)	('>10', 3.1956869910446413)	('>50', 1.45848277728903)	('>100', 4.970968396832916)	('>500', 3.0737858383523946)	('>1k', 14.230673794861385)	('>5k', 6.6685615032370125)	('>10k+', 61.35616160249035)
ERR9875478_2	(1.0, 3.9899844352710296)	(2.0, 0.7218425029888791)	(3.0, 0.44474521215402313)	(4.0, 0.32988202386591775)	(5.0, 0.255351785432316)	(6.0, 0.24741151789943833)	(7.0, 0.20780041054792356)	(8.0, 0.19561931830998622)	(9.0, 0.1697232185152602)	('>10', 2.4907175565631277)	('>50', 1.153684780401976)	('>100', 4.019128826329205)	('>500', 2.5147188197875074)	('>1k', 14.234192777063454)	('>5k', 6.8637296699826305)	('>10k+', 62.161467144887325)
ERR9875480_1	(1.0, 2.5621350018261437)	(2.0, 0.7169919907918085)	(3.0, 0.47258386426771637)	(4.0, 0.35010311256054866)	(5.0, 0.3066630266764553)	(6.0, 0.28222221402404607)	(7.0, 0.2149869218594939)	(8.0, 0.20142918804853482)	(9.0, 0.17265358975588702)	('>10', 3.1834850200875815)	('>50', 1.7449817939003112)	('>100', 3.8698568229525976)	('>500', 3.01525844545364)	('>1k', 12.390016343064158)	('>5k', 12.62815286483216)	('>10k+', 57.88847979989892)
ERR9875480_2	(1.0, 3.860726104263584)	(2.0, 0.7634756495722397)	(3.0, 0.4778409447250271)	(4.0, 0.3537922918288368)	(5.0, 0.2905228673776945)	(6.0, 0.23518517835337174)	(7.0, 0.20207479442048526)	(8.0, 0.19405082951195846)	(9.0, 0.18344443911562994)	('>10', 2.574493752374909)	('>50', 1.0881234251815999)	('>100', 3.074008625301129)	('>500', 3.277005714538687)	('>1k', 13.221280661691193)	('>5k', 9.498806550506709)	('>10k+', 60.70516817123695)
ERR9875482_1	(1.0, 2.6444629422529484)	(2.0, 0.7134188186254575)	(3.0, 0.4739445658804392)	(4.0, 0.3599659414396096)	(5.0, 0.27918805917039446)	(6.0, 0.2592517283448556)	(7.0, 0.20238155754371698)	(8.0, 0.19570963806425376)	(9.0, 0.1679894011793412)	('>10', 3.165666937779585)	('>50', 1.358212179747865)	('>100', 4.927847956486377)	('>500', 3.517372407482717)	('>1k', 15.360188338755593)	('>5k', 9.16380197742985)	('>10k+', 57.210597549817)
ERR9875482_2	(1.0, 4.301005235868239)	(2.0, 0.780296868645791)	(3.0, 0.47442113155754373)	(4.0, 0.3466221024806832)	(5.0, 0.28395371594143964)	(6.0, 0.23494687881252543)	(7.0, 0.19404165819438798)	(8.0, 0.20015758438389591)	(9.0, 0.1558369764131761)	('>10', 2.486481420292802)	('>50', 1.0393103141520943)	('>100', 3.8428667649451)	('>500', 3.319756506710045)	('>1k', 16.4751137403416)	('>5k', 8.412734470313135)	('>10k+', 57.452454630947535)
ERR9875485_1	(1.0, 2.6929879211398102)	(2.0, 0.7494950794769227)	(3.0, 0.4860889884170369)	(4.0, 0.3672149258743717)	(5.0, 0.29541969998226697)	(6.0, 0.26364148524313863)	(7.0, 0.21530721294856325)	(8.0, 0.23100015849875005)	(9.0, 0.1878445582357363)	('>10', 3.1691118891324783)	('>50', 1.5195479176245903)	('>100', 4.838527436761353)	('>500', 3.3819866955207627)	('>1k', 15.573600699277653)	('>5k', 10.927233380778338)	('>10k+', 55.10099195108823)
ERR9875485_2	(1.0, 4.38468745144995)	(2.0, 0.7912383146404196)	(3.0, 0.49950645686244666)	(4.0, 0.35968231201028206)	(5.0, 0.3009122309248323)	(6.0, 0.23209866468726315)	(7.0, 0.22409526245666783)	(8.0, 0.18643219313621948)	(9.0, 0.17654563743960178)	('>10', 2.4506103771171746)	('>50', 1.1926638618141987)	('>100', 3.8509703732880958)	('>500', 3.3915593923063767)	('>1k', 15.185749550004788)	('>5k', 11.833971774668134)	('>10k+', 54.93927614719355)
ERR9875486_1	(1.0, 3.1944923510054166)	(2.0, 0.965050480567545)	(3.0, 0.5791980907811203)	(4.0, 0.4377779227922326)	(5.0, 0.3649703082903728)	(6.0, 0.29085756369500976)	(7.0, 0.26233114879415304)	(8.0, 0.25133076657748277)	(9.0, 0.21059206294455993)	('>10', 3.6145577939572475)	('>50', 1.8212158219056764)	('>100', 6.110525874204104)	('>500', 4.328557178681632)	('>1k', 15.55519301941847)	('>5k', 12.685305167382936)	('>10k+', 49.32804444900204)
ERR9875486_2	(1.0, 4.663602718399538)	(2.0, 0.9113536995776972)	(3.0, 0.5587821271756053)	(4.0, 0.39862401998713515)	(5.0, 0.3095022793164847)	(6.0, 0.27967073432212475)	(7.0, 0.2564580633733884)	(8.0, 0.22000764433340478)	(9.0, 0.17535355041997222)	('>10', 2.7284676840466493)	('>50', 1.286298930725559)	('>100', 5.206536837296889)	('>500', 4.280547035956334)	('>1k', 15.669112231865684)	('>5k', 12.24790013890313)	('>10k+', 50.80778230430041)
ERR9875487_1	(1.0, 2.472820333428458)	(2.0, 0.6963149803459481)	(3.0, 0.45540325327490816)	(4.0, 0.37080337663054985)	(5.0, 0.3051671284831859)	(6.0, 0.22701120326984506)	(7.0, 0.20040688950464428)	(8.0, 0.17969418847637372)	(9.0, 0.17564370471973415)	('>10', 3.122830919920095)	('>50', 1.5399202791151534)	('>100', 5.223374973533771)	('>500', 3.618278728516326)	('>1k', 15.164274733266438)	('>5k', 11.87150760846551)	('>10k+', 54.37654769904906)
ERR9875487_2	(1.0, 3.3524197037623473)	(2.0, 0.7259571569286287)	(3.0, 0.4487751889458616)	(4.0, 0.3082049913006656)	(5.0, 0.24440987213359233)	(6.0, 0.21375507461175192)	(7.0, 0.190740962358118)	(8.0, 0.16054644708135027)	(9.0, 0.15244547956807114)	('>10', 2.3352879986007418)	('>50', 1.157701902806801)	('>100', 4.430676891069604)	('>500', 3.780666304577967)	('>1k', 15.657421130637307)	('>5k', 13.723038967494869)	('>10k+', 53.117951928122324)
ERR9875489_1	(1.0, 2.4390132820410835)	(2.0, 0.683002661266204)	(3.0, 0.4114867111273719)	(4.0, 0.3221452872209124)	(5.0, 0.2766775617154161)	(6.0, 0.21724312253210445)	(7.0, 0.209348893062035)	(8.0, 0.1876397620193439)	(9.0, 0.18581801675702017)	('>10', 2.981589746003167)	('>50', 1.5639683077049198)	('>100', 5.808710674971801)	('>500', 2.67675103877433)	('>1k', 11.712835258057808)	('>5k', 8.741644641260404)	('>10k+', 61.58212503548608)
ERR9875489_2	(1.0, 3.9569825218723294)	(2.0, 0.7160977001984185)	(3.0, 0.42879329111944725)	(4.0, 0.31485830617161753)	(5.0, 0.259219169618147)	(6.0, 0.22544097621256123)	(7.0, 0.2056294964847907)	(8.0, 0.17670929044540154)	(9.0, 0.15917499229553567)	('>10', 2.4107003244224687)	('>50', 1.1783655605130643)	('>100', 4.352908492217352)	('>500', 3.1379562143526196)	('>1k', 12.10686357708791)	('>5k', 8.351411624860143)	('>10k+', 62.018888462128196)
ERR9875491_1	(1.0, 2.761503051152055)	(2.0, 0.7930865569800237)	(3.0, 0.5071900091377364)	(4.0, 0.35942439359810796)	(5.0, 0.2712923964094071)	(6.0, 0.2507045995977773)	(7.0, 0.23214515715182538)	(8.0, 0.17119310846320718)	(9.0, 0.15243083058068743)	('>10', 3.2033800497149656)	('>50', 1.6959070851432172)	('>100', 5.975633379005112)	('>500', 4.176077385775759)	('>1k', 17.575183490006804)	('>5k', 16.179878521857038)	('>10k+', 45.694969985426276)
ERR9875491_2	(1.0, 4.636310991348055)	(2.0, 0.8517059981481124)	(3.0, 0.48954332615633944)	(4.0, 0.3277820654935341)	(5.0, 0.30577442062592985)	(6.0, 0.20750065160884)	(7.0, 0.18954971547259136)	(8.0, 0.1655137162393093)	(9.0, 0.1506053116515774)	('>10', 2.5543066526980662)	('>50', 1.3593016781589844)	('>100', 5.1762589234914875)	('>500', 4.448282541649721)	('>1k', 17.453482228066136)	('>5k', 15.016617293140817)	('>10k+', 46.6674644860505)
